# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	56616	56909	+							WV34_00285	294		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	56616	56909	+	ASF27328.1			septation protein spoVG			WV34_00285	294	97	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	57100	58470	+					glmU		WV34_00290	1371		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	57100	58470	+	ASF27329.1			bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	glmU		WV34_00290	1371	456	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	58492	59445	+							WV34_00295	954		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	58492	59445	+	ASF27330.1			ribose-phosphate pyrophosphokinase			WV34_00295	954	317	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	59530	60138	+							WV34_00300	609		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	59530	60138	+	ASF27331.1			50S ribosomal protein L25			WV34_00300	609	202	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	60223	60789	+							WV34_00305	567		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	60223	60789	+	ASF27332.1			peptidyl-tRNA hydrolase			WV34_00305	567	188	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	60851	61081	+							WV34_00310	231		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	60851	61081	+	ASF27333.1			peptide ABC transporter permease			WV34_00310	231	76	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	61152	64685	+							WV34_00315	3534		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	61152	64685	+	ASF27334.1			transcription-repair coupling factor			WV34_00315	3534	1177	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	64822	65358	+							WV34_00320	537		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	64822	65358	+	ASF27335.1			stage VI sporulation protein D			WV34_00320	537	178	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	65522	67102	+							WV34_00325	1581		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	65522	67102	+	ASF27336.1			membrane protein			WV34_00325	1581	526	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	67092	68567	+							WV34_00330	1476		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	67092	68567	+	ASF27337.1			hypothetical protein			WV34_00330	1476	491	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	68569	68829	+							WV34_00335	261		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	68569	68829	+	ASF27338.1			hypothetical protein			WV34_00335	261	86	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	68908	69210	+							WV34_00340	303		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	68908	69210	+	ASF27339.1			spore coat protein			WV34_00340	303	100	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	69207	69842	+							WV34_00345	636		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	69207	69842	+	ASF27340.1			spore coat protein			WV34_00345	636	211	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	69860	70237	+							WV34_00350	378		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	69860	70237	+	ASF27341.1			cell division protein DIVIC			WV34_00350	378	125	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	70318	70704	+							WV34_00355	387		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	70318	70704	+	ASF27342.1			hypothetical protein			WV34_00355	387	128	
gene	tRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	70859	70935	+							WV34_00360	77		
tRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	70859	70935	+				tRNA-Met			WV34_00360	77		anticodon=CAT
gene	tRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	70945	71016	+							WV34_00365	72		
tRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	70945	71016	+				tRNA-Glu			WV34_00365	72		anticodon=TTC
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	71227	73716	+							WV34_00370	2490		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	71227	73716	+	ASF27343.1			stage II sporulation protein E			WV34_00370	2490	829	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	73784	74521	+							WV34_00375	738		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	73784	74521	+	ASF27344.1			hypothetical protein			WV34_00375	738	245	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	74487	75488	+							WV34_00380	1002		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	74487	75488	+	ASF27345.1			serine/threonine protein kinase			WV34_00380	1002	333	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	75593	77011	+							WV34_00385	1419		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	75593	77011	+	ASF30799.1			tRNA(Ile)-lysidine synthetase			WV34_00385	1419	472	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	77008	77547	+							WV34_00390	540		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	77008	77547	+	ASF27346.1			hypoxanthine phosphoribosyltransferase			WV34_00390	540	179	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	77645	79564	+							WV34_00395	1920		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	77645	79564	+	ASF27347.1			cell division protein FtsH			WV34_00395	1920	639	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	79713	80489	+							WV34_00400	777		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	79713	80489	+	ASF27348.1			pantothenate kinase			WV34_00400	777	258	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	80500	81375	+							WV34_00405	876		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	80500	81375	+	ASF27349.1			heat shock protein Hsp33			WV34_00405	876	291	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	81421	82311	+							WV34_00410	891		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	81421	82311	+	ASF27350.1			peptidylprolyl isomerase			WV34_00410	891	296	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	82387	83313	+							WV34_00415	927		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	82387	83313	+	ASF27351.1			cysteine synthase			WV34_00415	927	308	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	83481	84902	+							WV34_00420	1422		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	83481	84902	+	ASF27352.1			aminobenzoate synthetase			WV34_00420	1422	473	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	84909	85496	+							WV34_00425	588		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	84909	85496	+	ASF27353.1			anthranilate synthase component II			WV34_00425	588	195	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	85493	86344	+							WV34_00430	852		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	85493	86344	+	ASF27354.1			4-amino-4-deoxychorismate lyase			WV34_00430	852	283	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	86358	87215	+							WV34_00435	858		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	86358	87215	+	ASF27355.1			dihydropteroate synthase			WV34_00435	858	285	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	87208	87570	+							WV34_00440	363		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	87208	87570	+	ASF27356.1			dihydroneopterin aldolase			WV34_00440	363	120	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	87567	88070	+							WV34_00445	504		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	87567	88070	+	ASF27357.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase			WV34_00445	504	167	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	88022	88249	+							WV34_00450	228		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	88022	88249	+	ASF27358.1			XRE family transcriptional regulator			WV34_00450	228	75	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	88249	89250	+							WV34_00455	1002		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	88249	89250	+	ASF27359.1			tRNA-dihydrouridine synthase			WV34_00455	1002	333	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	89340	90839	+							WV34_00460	1500		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	89340	90839	+	ASF27360.1			lysyl-tRNA synthetase			WV34_00460	1500	499	
gene	rRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	91168	92722	+							WV34_00465	1555		
rRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	91168	92722	+				16S ribosomal RNA			WV34_00465	1555		
gene	tRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	92819	92895	+							WV34_00470	77		
tRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	92819	92895	+				tRNA-Ile			WV34_00470	77		anticodon=GAT
gene	tRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	92910	92985	+							WV34_00475	76		
tRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	92910	92985	+				tRNA-Ala			WV34_00475	76		anticodon=TGC
gene	rRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	93066	96000	+							WV34_00480	2935		
rRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	93066	96000	+				23S ribosomal RNA			WV34_00480	2935		
gene	rRNA	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	96048	96163	+							WV34_00485	116		
rRNA		GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	96048	96163	+				5S ribosomal RNA			WV34_00485	116		
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	96391	96855	+							WV34_00490	465		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	96391	96855	+	ASF27361.1			CtsR family transcriptional regulator			WV34_00490	465	154	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	96869	97426	+							WV34_00495	558		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	96869	97426	+	ASF27362.1			hypothetical protein			WV34_00495	558	185	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	97426	98517	+							WV34_00500	1092		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	97426	98517	+	ASF27363.1			ATP:guanido phosphotransferase			WV34_00500	1092	363	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	98514	100949	+							WV34_00505	2436		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	98514	100949	+	ASF27364.1			Clp protease ClpX			WV34_00505	2436	811	
gene	protein_coding	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	101043	102422	+							WV34_00510	1380		
CDS	with_protein	GCA_002209305.1	Primary Assembly	chromosome		CP011252.1	101043	102422	+	ASF27365.1			DNA repair protein RadA			WV34_00510	1380	459	
