# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	9725	10486	+	AUJ75326.1			ParA family protein			CWD84_00050	762	253	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	10479	11330	+							CWD84_00055	852		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	10479	11330	+	AUJ75327.1			chromosome partitioning protein ParB			CWD84_00055	852	283	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	11359	11973	-					yyaC		CWD84_00060	615		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	11359	11973	-	AUJ75328.1			spore protease YyaC	yyaC		CWD84_00060	615	204	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	12131	12634	-							CWD84_00065	504		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	12131	12634	-	AUJ75329.1			N-acetyltransferase			CWD84_00065	504	167	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	12798	13802	+							CWD84_00070	1005		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	12798	13802	+	AUJ75330.1			hypothetical protein			CWD84_00070	1005	334	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	13888	14094	+							CWD84_00075	207		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	13888	14094	+	AUJ75331.1			DUF951 domain-containing protein			CWD84_00075	207	68	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	14141	16144	+							CWD84_00080	2004		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	14141	16144	+	AUJ75332.1			oxidoreductase			CWD84_00080	2004	667	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	16272	17372	+							CWD84_00085	1101		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	16272	17372	+	AUJ75333.1			redox-regulated ATPase YchF			CWD84_00085	1101	366	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	17484	17771	+							CWD84_00090	288		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	17484	17771	+	AUJ75334.1			30S ribosomal protein S6			CWD84_00090	288	95	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	17811	18326	+							CWD84_00095	516		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	17811	18326	+	AUJ75335.1			single-stranded DNA-binding protein			CWD84_00095	516	171	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	18370	18609	+					rpsR		CWD84_00100	240		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	18370	18609	+	AUJ75336.1			30S ribosomal protein S18	rpsR		CWD84_00100	240	79	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	18793	19371	+							CWD84_00105	579		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	18793	19371	+	AUJ75337.1			AraC family transcriptional regulator			CWD84_00105	579	192	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	19368	19895	+							CWD84_00110	528		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	19368	19895	+	AUJ75338.1			methylated-DNA--[protein]-cysteine S-methyltransferase			CWD84_00110	528	175	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	19940	20698	+					xth		CWD84_00115	759		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	19940	20698	+	AUJ75339.1			exodeoxyribonuclease III	xth		CWD84_00115	759	252	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	20761	21699	+							CWD84_00120	939		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	20761	21699	+	AUJ75340.1			catabolite control protein B			CWD84_00120	939	312	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	21755	22135	+							CWD84_00125	381		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	21755	22135	+	AUJ75341.1			glyoxalase/bleomycin resistance/extradiol dioxygenase family protein			CWD84_00125	381	126	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	22168	23499	-							CWD84_00130	1332		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	22168	23499	-	AUJ75342.1			MFS transporter			CWD84_00130	1332	443	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	23716	24612	+							CWD84_00135	897		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	23716	24612	+	AUJ75343.1			CPBP family intramembrane metalloprotease			CWD84_00135	897	298	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	24609	26498	-							CWD84_00140	1890		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	24609	26498	-	AUJ75344.1			hypothetical protein			CWD84_00140	1890	629	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	26528	26689	-							CWD84_00145	162		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	26528	26689	-	AUJ75345.1			DUF255 domain-containing protein			CWD84_00145	162	53	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	26726	27235	-							CWD84_00150	510		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	26726	27235	-	AUJ75346.1			ImmA/IrrE family metallo-endopeptidase			CWD84_00150	510	169	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	27232	27612	-							CWD84_00155	381		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	27232	27612	-	AUJ75347.1			XRE family transcriptional regulator			CWD84_00155	381	126	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	27890	28078	+							CWD84_00160	189		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	27890	28078	+	AUJ75348.1			ICEBs1 excisionase			CWD84_00160	189	62	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	28075	28335	+							CWD84_00165	261		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	28075	28335	+	AUJ75349.1			hypothetical protein			CWD84_00165	261	86	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	28386	28646	+							CWD84_00170	261		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	28386	28646	+	AUJ75350.1			hypothetical protein			CWD84_00170	261	86	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	29007	29375	+							CWD84_00175	369		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	29007	29375	+	AUJ75351.1			DUF961 domain-containing protein			CWD84_00175	369	122	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	29436	29642	+							CWD84_00180	207		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	29436	29642	+	AUJ75352.1			hypothetical protein			CWD84_00180	207	68	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	29873	31294	+							CWD84_00185	1422		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	29873	31294	+	AUJ75353.1			ATP-binding protein			CWD84_00185	1422	473	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	31287	32342	+							CWD84_00190	1056		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	31287	32342	+	AUJ75354.1			DNA relaxase NicK			CWD84_00190	1056	351	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	32609	32881	+							CWD84_00195	273		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	32609	32881	+	AUJ75355.1			hypothetical protein			CWD84_00195	273	90	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	32903	33157	+							CWD84_00200	255		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	32903	33157	+	AUJ75356.1			hypothetical protein			CWD84_00200	255	84	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	33181	33453	+							CWD84_00205	273		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	33181	33453	+	AUJ75357.1			hypothetical protein			CWD84_00205	273	90	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	33517	33831	+							CWD84_00210	315		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	33517	33831	+	AUJ75358.1			hypothetical protein			CWD84_00210	315	104	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	33848	34144	+							CWD84_00215	297		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	33848	34144	+	AUJ75359.1			hypothetical protein			CWD84_00215	297	98	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	34303	35367	+							CWD84_00220	1065		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	34303	35367	+	AUJ75360.1			hypothetical protein			CWD84_00220	1065	354	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	35383	35631	+							CWD84_00225	249		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	35383	35631	+	AUJ75361.1			hypothetical protein			CWD84_00225	249	82	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	35643	36167	+							CWD84_00230	525		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	35643	36167	+	AUJ75362.1			conjugal transfer protein			CWD84_00230	525	174	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	36157	38550	+							CWD84_00235	2394		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	36157	38550	+	AUJ75363.1			hypothetical protein			CWD84_00235	2394	797	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	38564	38890	+							CWD84_00240	327		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	38564	38890	+	AUJ75364.1			DUF1874 domain-containing protein			CWD84_00240	327	108	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	38901	41270	+							CWD84_00245	2370		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	38901	41270	+	AUJ75365.1			hypothetical protein			CWD84_00245	2370	789	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	41267	42277	+							CWD84_00250	1011		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	41267	42277	+	AUJ75366.1			endopeptidase			CWD84_00250	1011	336	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	42289	42795	+							CWD84_00255	507		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	42289	42795	+	AUJ75367.1			hypothetical protein			CWD84_00255	507	168	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	42858	43238	+							CWD84_00260	381		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	42858	43238	+	AUJ75368.1			hypothetical protein			CWD84_00260	381	126	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	43353	44183	+							CWD84_00265	831		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	43353	44183	+	AUJ75369.1			hypothetical protein			CWD84_00265	831	276	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	44404	45597	+							CWD84_00270	1194		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	44404	45597	+	AUJ75370.1			tetratricopeptide repeat protein			CWD84_00270	1194	397	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	45706	47217	-							CWD84_00275	1512		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	45706	47217	-	AUJ75371.1			recombinase family protein			CWD84_00275	1512	503	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	47310	47480	-							CWD84_00280	171		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	47310	47480	-	AUJ75372.1			thymidylate kinase			CWD84_00280	171	56	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	47649	47852	-							CWD84_00285	204		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	47649	47852	-	AUJ75373.1			hypothetical protein			CWD84_00285	204	67	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	47978	48256	+							CWD84_00290	279		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	47978	48256	+	AUJ75374.1			hypothetical protein			CWD84_00290	279	92	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	48333	48839	-							CWD84_00295	507		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	48333	48839	-	AUJ75375.1			hypothetical protein			CWD84_00295	507	168	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	48832	49503	-							CWD84_00300	672		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	48832	49503	-	AUJ79244.1			multidrug ABC transporter ATP-binding protein			CWD84_00300	672	223	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	49518	50330	-							CWD84_00305	813		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	49518	50330	-	AUJ75376.1			hypothetical protein			CWD84_00305	813	270	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	50317	51123	-							CWD84_00310	807		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	50317	51123	-	AUJ75377.1			hypothetical protein			CWD84_00310	807	268	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	51226	51663	-							CWD84_00315	438		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	51226	51663	-	AUJ75378.1			hypothetical protein			CWD84_00315	438	145	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	51674	52249	-							CWD84_00320	576		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	51674	52249	-	AUJ75379.1			hypothetical protein			CWD84_00320	576	191	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	52394	53227	+							CWD84_00325	834		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	52394	53227	+	AUJ75380.1			hypothetical protein			CWD84_00325	834	277	
gene	pseudogene	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	53614	53849	+							CWD84_00330	236		pseudo
CDS	without_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	53614	53849	+				hypothetical protein			CWD84_00330	236		pseudo
gene	pseudogene	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	53854	54321	-							CWD84_00335	468		pseudo
CDS	without_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	53854	54321	-				hypothetical protein			CWD84_00335	468		pseudo
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	54556	55437	-							CWD84_00340	882		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	54556	55437	-	AUJ75381.1			EamA family transporter			CWD84_00340	882	293	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	55571	57019	+							CWD84_00345	1449		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	55571	57019	+	AUJ75382.1			PLP-dependent aminotransferase family protein			CWD84_00345	1449	482	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	57193	57627	-							CWD84_00350	435		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	57193	57627	-	AUJ75383.1			N-acetyltransferase			CWD84_00350	435	144	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	57748	58200	+							CWD84_00355	453		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	57748	58200	+	AUJ75384.1			MarR family transcriptional regulator			CWD84_00355	453	150	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	58386	59264	+							CWD84_00360	879		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	58386	59264	+	AUJ75385.1			YitT family protein			CWD84_00360	879	292	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	59402	59836	+							CWD84_00365	435		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	59402	59836	+	AUJ75386.1			MarR family transcriptional regulator			CWD84_00365	435	144	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	59850	60488	+							CWD84_00370	639		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	59850	60488	+	AUJ75387.1			nitroreductase family protein			CWD84_00370	639	212	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	60519	60887	+							CWD84_00375	369		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	60519	60887	+	AUJ75388.1			DUF1304 domain-containing protein			CWD84_00375	369	122	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	61002	61877	-							CWD84_00380	876		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	61002	61877	-	AUJ75389.1			LysR family transcriptional regulator			CWD84_00380	876	291	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	62175	63392	+							CWD84_00385	1218		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	62175	63392	+	AUJ75390.1			MFS transporter			CWD84_00385	1218	405	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	63443	63952	+							CWD84_00390	510		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	63443	63952	+	AUJ75391.1			damage-inducible protein DinB			CWD84_00390	510	169	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	64025	64687	-							CWD84_00395	663		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	64025	64687	-	AUJ75392.1			GntR family transcriptional regulator			CWD84_00395	663	220	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	64765	66309	-							CWD84_00400	1545		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	64765	66309	-	AUJ75393.1			levanase			CWD84_00400	1545	514	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	66383	67804	-							CWD84_00405	1422		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	66383	67804	-	AUJ75394.1			glycoside hydrolase family 68 protein			CWD84_00405	1422	473	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	68151	69008	-							CWD84_00410	858		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	68151	69008	-	AUJ75395.1			EamA family transporter			CWD84_00410	858	285	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	69224	70153	-							CWD84_00415	930		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	69224	70153	-	AUJ75396.1			manganese-dependent inorganic pyrophosphatase			CWD84_00415	930	309	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	70360	70731	+							CWD84_00420	372		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	70360	70731	+	AUJ75397.1			HxlR family transcriptional regulator			CWD84_00420	372	123	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	70768	71253	-							CWD84_00425	486		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	70768	71253	-	AUJ75398.1			spore coat protein			CWD84_00425	486	161	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	71387	71539	+							CWD84_00430	153		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	71387	71539	+	AUJ75399.1			hypothetical protein			CWD84_00430	153	50	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	71784	72719	+							CWD84_00435	936		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	71784	72719	+	AUJ75400.1			DUF2232 domain-containing protein			CWD84_00435	936	311	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	72750	74729	+							CWD84_00440	1980		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	72750	74729	+	AUJ75401.1			hypothetical protein			CWD84_00440	1980	659	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	74726	75175	+							CWD84_00445	450		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	74726	75175	+	AUJ75402.1			50S ribosomal protein L9			CWD84_00445	450	149	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	75317	75880	+							CWD84_00450	564		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	75317	75880	+	AUJ75403.1			kinase			CWD84_00450	564	187	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	75968	76624	+							CWD84_00455	657		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	75968	76624	+	AUJ75404.1			PIG-L domain-containing protein			CWD84_00455	657	218	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	76621	77946	+							CWD84_00460	1326		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	76621	77946	+	AUJ75405.1			glycosyltransferase family 1 protein			CWD84_00460	1326	441	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	77946	79133	+							CWD84_00465	1188		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	77946	79133	+	AUJ75406.1			carbamoyl-phosphate synthase			CWD84_00465	1188	395	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	79126	80181	+							CWD84_00470	1056		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	79126	80181	+	AUJ75407.1			hypothetical protein			CWD84_00470	1056	351	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	80204	81493	+							CWD84_00475	1290		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	80204	81493	+	AUJ75408.1			glycosyltransferase family 1 protein			CWD84_00475	1290	429	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	81665	81808	-							CWD84_00480	144		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	81665	81808	-	AUJ75409.1			YycC family protein			CWD84_00480	144	47	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	81927	82136	+							CWD84_00485	210		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	81927	82136	+	AUJ75410.1			hypothetical protein			CWD84_00485	210	69	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	82167	82364	-							CWD84_00490	198		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	82167	82364	-	AUJ75411.1			DUF2188 domain-containing protein			CWD84_00490	198	65	
gene	protein_coding	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	82535	83899	+							CWD84_00495	1365		
CDS	with_protein	GCA_002850535.1	Primary Assembly	chromosome		CP025001.1	82535	83899	+	AUJ75412.1			replicative DNA helicase			CWD84_00495	1365	454	
