# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	21949	23094	-	ABS72462.1			GlxK	glxK		RBAM_000170	1146	381	
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	23312	23406	+							RBAM_000180	95		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	23312	23406	+				tRNA-Ser			RBAM_000180	95		
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	23535	24188	-					dcK		RBAM_000190	654		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	23535	24188	-	ABS72463.1			DcK	dcK		RBAM_000190	654	217	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	24185	24808	-					dgk		RBAM_000200	624		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	24185	24808	-	ABS72464.1			Dgk	dgk		RBAM_000200	624	207	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	24904	26184	-					yaaH		RBAM_000210	1281		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	24904	26184	-	ABS72465.1			YaaH	yaaH		RBAM_000210	1281	426	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	26259	26810	-					yaaI		RBAM_000220	552		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	26259	26810	-	ABS72466.1			YaaI	yaaI		RBAM_000220	552	183	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	26893	27375	+					yaaJ		RBAM_000230	483		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	26893	27375	+	ABS72467.1			YaaJ	yaaJ		RBAM_000230	483	160	
gene	misc_RNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	27440	27756	+							RBAM_000240	317		
misc_RNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	27440	27756	+				SRP			RBAM_000240	317		
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	27858	29549	+					dnaX		RBAM_000250	1692		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	27858	29549	+	ABS72468.1			DnaX	dnaX		RBAM_000250	1692	563	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	29568	29897	+					yaaK		RBAM_000260	330		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	29568	29897	+	ABS72469.1			YaaK	yaaK		RBAM_000260	330	109	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	29912	30508	+					recR		RBAM_000270	597		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	29912	30508	+	ABS72470.1			RecR	recR		RBAM_000270	597	198	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	30527	30751	+					yaaL		RBAM_000280	225		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	30527	30751	+	ABS72471.1			YaaL	yaaL		RBAM_000280	225	74	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	30812	31075	+					bofA		RBAM_000290	264		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	30812	31075	+	ABS72472.1			BofA	bofA		RBAM_000290	264	87	
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	31318	32872	+							RBAM_000300	1555		
rRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	31318	32872	+				16S ribosomal RNA			RBAM_000300	1555		
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	33050	35982	+							RBAM_000310	2933		
rRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	33050	35982	+				23S ribosomal RNA			RBAM_000310	2933		
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	36032	36145	+							RBAM_000320	114		
rRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	36032	36145	+				5S ribosomal RNA			RBAM_000320	114		
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	36321	36515	+					csfB		RBAM_000330	195		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	36321	36515	+	ABS72473.1			CsfB	csfB		RBAM_000330	195	64	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	36663	37277	+					xpaC		RBAM_000340	615		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	36663	37277	+	ABS72474.1			XpaC	xpaC		RBAM_000340	615	204	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	37293	38411	+					yaaN		RBAM_000350	1119		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	37293	38411	+	ABS72475.1			YaaN	yaaN		RBAM_000350	1119	372	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	38489	39922	+					yaaO		RBAM_000360	1434		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	38489	39922	+	ABS72476.1			YaaO	yaaO		RBAM_000360	1434	477	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	39919	40557	+					tmk		RBAM_000370	639		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	39919	40557	+	ABS72477.1			Tmk	tmk		RBAM_000370	639	212	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	40628	40957	+					yaaQ		RBAM_000380	330		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	40628	40957	+	ABS72478.1			YaaQ	yaaQ		RBAM_000380	330	109	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	40970	41410	+					yaaR		RBAM_000390	441		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	40970	41410	+	ABS72479.1			YaaR	yaaR		RBAM_000390	441	146	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	41422	42411	+					holB		RBAM_000400	990		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	41422	42411	+	ABS72480.1			HolB	holB		RBAM_000400	990	329	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	42414	43241	+					yaaT		RBAM_000410	828		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	42414	43241	+	ABS72481.1			YaaT	yaaT		RBAM_000410	828	275	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	43256	43615	+					yabA		RBAM_000420	360		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	43256	43615	+	ABS72482.1			YabA	yabA		RBAM_000420	360	119	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	43676	44419	+					yabB		RBAM_000430	744		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	43676	44419	+	ABS72483.1			YabB	yabB		RBAM_000430	744	247	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	44406	44705	+					yazA		RBAM_000440	300		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	44406	44705	+	ABS72484.1			YazA	yazA		RBAM_000440	300	99	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	44680	45561	+					yabC		RBAM_000450	882		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	44680	45561	+	ABS72485.1			YabC	yabC		RBAM_000450	882	293	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	45611	45895	-					abrB		RBAM_000460	285		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	45611	45895	-	ABS72486.1			AbrB	abrB		RBAM_000460	285	94	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	46385	48376	+					metS		RBAM_000470	1992		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	46385	48376	+	ABS72487.1			MetS	metS		RBAM_000470	1992	663	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	48449	49219	+					yabD		RBAM_000480	771		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	48449	49219	+	ABS72488.1			YabD	yabD		RBAM_000480	771	256	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	49318	50679	+					yabE		RBAM_000490	1362		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	49318	50679	+	ABS72489.1			YabE	yabE		RBAM_000490	1362	453	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	50814	51377	+					rnmV		RBAM_000500	564		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	50814	51377	+	ABS72490.1			RnmV	rnmV		RBAM_000500	564	187	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	51367	52248	+					ksgA		RBAM_000510	882		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	51367	52248	+	ABS72491.1			KsgA	ksgA		RBAM_000510	882	293	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	52421	53296	+					yabG		RBAM_000520	876		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	52421	53296	+	ABS72492.1			YabG	yabG		RBAM_000520	876	291	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	53508	53768	+					veg		RBAM_000530	261		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	53508	53768	+	ABS72493.1			Veg	veg		RBAM_000530	261	86	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	53931	54119	+					sspF		RBAM_000540	189		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	53931	54119	+	ABS72494.1			SspF	sspF		RBAM_000540	189	62	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	54263	55132	+					ispE		RBAM_000550	870		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	54263	55132	+	ABS72495.1			IspE	ispE		RBAM_000550	870	289	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	55188	56045	+					purR		RBAM_000560	858		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	55188	56045	+	ABS72496.1			PurR	purR		RBAM_000560	858	285	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	56042	56422	+					yabJ		RBAM_000570	381		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	56042	56422	+	ABS72497.1			YabJ	yabJ		RBAM_000570	381	126	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	56618	56911	+					spoVG		RBAM_000580	294		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	56618	56911	+	ABS72498.1			SpoVG	spoVG		RBAM_000580	294	97	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	57103	58473	+					gcaD		RBAM_000590	1371		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	57103	58473	+	ABS72499.1			GcaD	gcaD		RBAM_000590	1371	456	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	58495	59448	+					prs		RBAM_000600	954		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	58495	59448	+	ABS72500.1			Prs	prs		RBAM_000600	954	317	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	59533	60141	+					ctc		RBAM_000610	609		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	59533	60141	+	ABS72501.1			Ctc	ctc		RBAM_000610	609	202	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	60226	60792	+					spoVC		RBAM_000620	567		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	60226	60792	+	ABS72502.1			SpoVC	spoVC		RBAM_000620	567	188	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	60854	61084	+					yabK		RBAM_000630	231		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	60854	61084	+	ABS72503.1			YabK	yabK		RBAM_000630	231	76	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	61154	64687	+					mfd		RBAM_000640	3534		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	61154	64687	+	ABS72504.1			Mfd	mfd		RBAM_000640	3534	1177	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	64824	65360	+					spoVT		RBAM_000650	537		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	64824	65360	+	ABS72505.1			SpoVT	spoVT		RBAM_000650	537	178	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	65529	67109	+					yabM		RBAM_000660	1581		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	65529	67109	+	ABS72506.1			YabM	yabM		RBAM_000660	1581	526	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	67099	68574	+					yabN		RBAM_000670	1476		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	67099	68574	+	ABS72507.1			YabN	yabN		RBAM_000670	1476	491	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	68576	68836	+					yabO		RBAM_000680	261		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	68576	68836	+	ABS72508.1			YabO	yabO		RBAM_000680	261	86	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	68915	69217	+					yabP		RBAM_000690	303		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	68915	69217	+	ABS72509.1			YabP	yabP		RBAM_000690	303	100	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	69214	69849	+					yabQ		RBAM_000700	636		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	69214	69849	+	ABS72510.1			YabQ	yabQ		RBAM_000700	636	211	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	69867	70244	+					divIC		RBAM_000710	378		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	69867	70244	+	ABS72511.1			DivIC	divIC		RBAM_000710	378	125	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	70325	70711	+					yabR		RBAM_000720	387		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	70325	70711	+	ABS72512.1			YabR	yabR		RBAM_000720	387	128	
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	70870	70948	+							RBAM_000730	79		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	70870	70948	+				tRNA-Met			RBAM_000730	79		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	70956	71032	+							RBAM_000740	77		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	70956	71032	+				tRNA-Glu			RBAM_000740	77		
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	71237	73726	+					spoIIE		RBAM_000750	2490		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	71237	73726	+	ABS72513.1			SpoIIE	spoIIE		RBAM_000750	2490	829	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	73794	74531	+					yabS		RBAM_000760	738		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	73794	74531	+	ABS72514.1			YabS	yabS		RBAM_000760	738	245	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	74497	75498	+					yabT		RBAM_000770	1002		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	74497	75498	+	ABS72515.1			YabT	yabT		RBAM_000770	1002	333	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	75603	77021	+					yacA		RBAM_000780	1419		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	75603	77021	+	ABS72516.1			YacA	yacA		RBAM_000780	1419	472	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	77018	77557	+					hprT		RBAM_000790	540		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	77018	77557	+	ABS72517.1			HprT	hprT		RBAM_000790	540	179	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	77655	79574	+					ftsH		RBAM_000800	1920		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	77655	79574	+	ABS72518.1			FtsH	ftsH		RBAM_000800	1920	639	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	79723	80499	+					yacB		RBAM_000810	777		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	79723	80499	+	ABS72519.1			YacB	yacB		RBAM_000810	777	258	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	80510	81385	+					yacC		RBAM_000820	876		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	80510	81385	+	ABS72520.1			YacC	yacC		RBAM_000820	876	291	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	81431	82321	+					yacD		RBAM_000830	891		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	81431	82321	+	ABS72521.1			YacD	yacD		RBAM_000830	891	296	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	82397	83323	+					cysK		RBAM_000840	927		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	82397	83323	+	ABS72522.1			CysK	cysK		RBAM_000840	927	308	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	83488	84903	+					pabB		RBAM_000850	1416		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	83488	84903	+	ABS72523.1			PabB	pabB		RBAM_000850	1416	471	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	84919	85506	+					pabA		RBAM_000860	588		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	84919	85506	+	ABS72524.1			PabA	pabA		RBAM_000860	588	195	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	85503	86387	+					pabC		RBAM_000870	885		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	85503	86387	+	ABS72525.1			PabC	pabC		RBAM_000870	885	294	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	86368	87225	+					sul		RBAM_000880	858		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	86368	87225	+	ABS72526.1			Sul	sul		RBAM_000880	858	285	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	87218	87580	+					folA		RBAM_000890	363		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	87218	87580	+	ABS72527.1			FolA	folA		RBAM_000890	363	120	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	87577	88080	+					folK		RBAM_000900	504		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	87577	88080	+	ABS72528.1			FolK	folK		RBAM_000900	504	167	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	88263	89264	+					yacF		RBAM_000910	1002		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	88263	89264	+	ABS72529.1			YacF	yacF		RBAM_000910	1002	333	
gene	protein_coding	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	89354	90853	+					lysS		RBAM_000920	1500		
CDS		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	89354	90853	+	ABS72530.1			LysS	lysS		RBAM_000920	1500	499	
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	91180	92734	+							RBAM_000930	1555		
rRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	91180	92734	+				16S ribosomal RNA			RBAM_000930	1555		
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	92964	95893	+							RBAM_000940	2930		
rRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	92964	95893	+				23S ribosomal RNA			RBAM_000940	2930		
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	95944	96057	+							RBAM_000950	114		
rRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	95944	96057	+				5S ribosomal RNA			RBAM_000950	114		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96083	96160	+							RBAM_000960	78		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96083	96160	+				tRNA-Val			RBAM_000960	78		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96164	96241	+							RBAM_000970	78		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96164	96241	+				tRNA-Thr			RBAM_000970	78		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96276	96353	+							RBAM_000980	78		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96276	96353	+				tRNA-Lys			RBAM_000980	78		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96358	96444	+							RBAM_000990	87		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96358	96444	+				tRNA-Leu			RBAM_000990	87		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96464	96540	+							RBAM_001000	77		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96464	96540	+				tRNA-Gly			RBAM_001000	77		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96553	96643	+							RBAM_001010	91		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96553	96643	+				tRNA-Leu			RBAM_001010	91		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96650	96728	+							RBAM_001020	79		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96650	96728	+				tRNA-Arg			RBAM_001020	79		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96743	96821	+							RBAM_001030	79		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96743	96821	+				tRNA-Pro			RBAM_001030	79		
gene	tRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96824	96901	+							RBAM_001040	78		
tRNA		GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	96824	96901	+				tRNA-Ala			RBAM_001040	78		
gene	rRNA	GCA_000015785.1	Primary Assembly	chromosome		CP000560.1	97065	98619	+							RBAM_001050	1555		
