# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	64853	67324	+	ACK89064.1			stage II sporulation protein E	spoIIE		BCAH820_0070	2472	823	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	67558	68988	+					tilS		BCAH820_0071	1431		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	67558	68988	+	ACK91755.1			tRNA(Ile)-lysidine synthetase	tilS		BCAH820_0071	1431	476	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	68985	69527	+					hpt		BCAH820_0072	543		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	68985	69527	+	ACK92355.1			hypoxanthine phosphoribosyltransferase	hpt		BCAH820_0072	543	180	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	69613	71514	+					ftsH		BCAH820_0073	1902		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	69613	71514	+	ACK90746.1			cell division protein FtsH	ftsH		BCAH820_0073	1902	633	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	71739	72527	+					coaX		BCAH820_0074	789		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	71739	72527	+	ACK91139.1			pantothenate kinase, type III	coaX		BCAH820_0074	789	262	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	72534	73409	+					hslO		BCAH820_0075	876		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	72534	73409	+	ACK88604.1			chaperonin, 33 kDa	hslO		BCAH820_0075	876	291	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	73514	74437	+					cysK1		BCAH820_0076	924		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	73514	74437	+	ACK90437.1			cysteine synthase A	cysK1		BCAH820_0076	924	307	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	74658	76055	+					pabB		BCAH820_0077	1398		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	74658	76055	+	ACK89126.1			para-aminobenzoate synthase, component I	pabB		BCAH820_0077	1398	465	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	76061	76648	+					pabA		BCAH820_0078	588		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	76061	76648	+	ACK89619.1			para-aminobenzoate synthase, glutamine amidotransferase component	pabA		BCAH820_0078	588	195	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	76642	77514	+					pabC		BCAH820_0079	873		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	76642	77514	+	ACK87594.1			4-amino-4-deoxychorismate lyase PabC	pabC		BCAH820_0079	873	290	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	77516	78349	+					folP		BCAH820_0080	834		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	77516	78349	+	ACK87340.1			dihydropteroate synthase	folP		BCAH820_0080	834	277	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	78350	78712	+					folB		BCAH820_0081	363		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	78350	78712	+	ACK90153.1			dihydroneopterin aldolase	folB		BCAH820_0081	363	120	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	78709	79224	+					folK		BCAH820_0082	516		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	78709	79224	+	ACK91746.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	folK		BCAH820_0082	516	171	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	79176	79379	+							BCAH820_0083	204		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	79176	79379	+	ACK89633.1			DNA-binding protein			BCAH820_0083	204	67	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	79403	80401	+							BCAH820_0084	999		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	79403	80401	+	ACK90550.1			putative TIM-barrel protein, NifR3 family			BCAH820_0084	999	332	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	80561	82060	+					lysS		BCAH820_0085	1500		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	80561	82060	+	ACK87797.1			lysyl-tRNA synthetase	lysS		BCAH820_0085	1500	499	
gene	rRNA	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	82459	83967	+					rrs_3		BCAH820_5671	1509		
rRNA		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	82459	83967	+				16S ribosomal RNA	rrs_3		BCAH820_5671	1509		
gene	rRNA	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	84146	87053	+					rrl_3		BCAH820_5672	2908		
rRNA		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	84146	87053	+				23S ribosomal RNA	rrl_3		BCAH820_5672	2908		
gene	rRNA	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	87103	87218	+					rrf_3		BCAH820_0087	116		
rRNA		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	87103	87218	+				5S ribosomal RNA	rrf_3		BCAH820_0087	116		
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	87425	87886	+					ctsR		BCAH820_0088	462		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	87425	87886	+	ACK90144.1			transcriptional regulator CtsR	ctsR		BCAH820_0088	462	153	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	88060	88608	+							BCAH820_0089	549		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	88060	88608	+	ACK92068.1			conserved hypothetical protein			BCAH820_0089	549	182	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	88613	89677	+							BCAH820_0090	1065		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	88613	89677	+	ACK91649.1			phosphotransferase domain protein			BCAH820_0090	1065	354	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	89700	92135	+							BCAH820_0091	2436		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	89700	92135	+	ACK92428.1			negative regulator of genetic competence ClpC/MecB			BCAH820_0091	2436	811	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	92232	93608	+					radA		BCAH820_0092	1377		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	92232	93608	+	ACK87359.1			DNA repair protein RadA	radA		BCAH820_0092	1377	458	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	93612	94685	+							BCAH820_0093	1074		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	93612	94685	+	ACK87532.1			putative DNA-binding protein			BCAH820_0093	1074	357	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	94846	95331	+							BCAH820_0094	486		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	94846	95331	+	ACK87708.1			conserved hypothetical protein			BCAH820_0094	486	161	
gene	protein_coding	GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	95451	95957	+							BCAH820_0095	507		
CDS		GCA_000021785.1	Primary Assembly	chromosome		CP001283.1	95451	95957	+	ACK89759.1			PilT protein domain protein			BCAH820_0095	507	168	
