# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	14486	16090	-							BAME_00180	1605		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	14486	16090	-	EIL86703.1			periplasmic binding protein			BAME_00180	1605	534	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	16166	17206	-							BAME_00190	1041		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	16166	17206	-	EIL86704.1			thioredoxin-disulfide reductase			BAME_00190	1041	346	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	17359	17988	-							BAME_00200	630		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	17359	17988	-	EIL86705.1			rhamnogalacturan acetylesterase			BAME_00200	630	209	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	18118	18603	-							BAME_00210	486		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	18118	18603	-	EIL86706.1			hypothetical protein			BAME_00210	486	161	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	18600	19148	-							BAME_00220	549		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	18600	19148	-	EIL86707.1			teicoplanin resistance protein VanZ			BAME_00220	549	182	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	19313	19891	+							BAME_00230	579		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	19313	19891	+	EIL86708.1			transcriptional regulator			BAME_00230	579	192	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	19972	20316	+							BAME_00240	345		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	19972	20316	+	EIL86709.1			DMT superfamily drug/metabolite transporter			BAME_00240	345	114	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	20317	20631	+							BAME_00250	315		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	20317	20631	+	EIL86710.1			DMT superfamily drug/metabolite transporter			BAME_00250	315	104	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	20672	21484	-							BAME_00260	813		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	20672	21484	-	EIL86711.1			internalin G			BAME_00260	813	270	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	21532	21705	-							BAME_00270	174		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	21532	21705	-	EIL86712.1			hypothetical protein			BAME_00270	174	57	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	21868	21987	-							BAME_00280	120		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	21868	21987	-	EIL86713.1			hypothetical protein			BAME_00280	120	39	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	22187	22789	-							BAME_00290	603		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	22187	22789	-	EIL86714.1			C60A subfamily peptidase			BAME_00290	603	200	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	22811	28948	-							BAME_00300	6138		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	22811	28948	-	EIL86715.1			collagen adhesion protein			BAME_00300	6138	2045	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	29322	29447	-							BAME_00310	126		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	29322	29447	-	EIL86716.1			hypothetical protein			BAME_00310	126	41	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	29659	31167	+							BAME_00320	1509		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	29659	31167	+	EIL86717.1			transcriptional regulator			BAME_00320	1509	502	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31220	31501	-							BAME_00330	282		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31220	31501	-	EIL86718.1			hypothetical protein			BAME_00330	282	93	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31464	31598	-							BAME_00340	135		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31464	31598	-	EIL86719.1			hypothetical protein			BAME_00340	135	44	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31730	31861	+							BAME_00350	132		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31730	31861	+	EIL86720.1			hypothetical protein			BAME_00350	132	43	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31871	33145	-							BAME_00360	1275		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	31871	33145	-	EIL86721.1			hypothetical protein			BAME_00360	1275	424	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	33177	33746	-							BAME_00370	570		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	33177	33746	-	EIL86722.1			putative membrane protein			BAME_00370	570	189	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	33986	34816	-							BAME_00380	831		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	33986	34816	-	EIL86723.1			hypothetical protein			BAME_00380	831	276	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	35007	36194	-							BAME_00390	1188		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	35007	36194	-	EIL86724.1			major facilitator transporter			BAME_00390	1188	395	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	36221	37048	-							BAME_00400	828		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	36221	37048	-	EIL86725.1			putative transcriptional regulator			BAME_00400	828	275	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	37331	37843	-							BAME_00410	513		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	37331	37843	-	EIL86726.1			hypothetical protein			BAME_00410	513	170	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	37860	38945	-							BAME_00420	1086		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	37860	38945	-	EIL86727.1			hypothetical protein			BAME_00420	1086	361	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	39062	40003	-							BAME_00430	942		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	39062	40003	-	EIL86728.1			hypothetical protein			BAME_00430	942	313	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	40271	40681	-							BAME_00440	411		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	40271	40681	-	EIL86729.1			hypothetical protein			BAME_00440	411	136	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	40819	42204	-							BAME_00450	1386		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	40819	42204	-	EIL86730.1			23S rRNA (uracil-5-)-methyltransferase RumA			BAME_00450	1386	461	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	42307	43176	-							BAME_00460	870		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	42307	43176	-	EIL86731.1			DNA-3-methyladenine glycosylase II			BAME_00460	870	289	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	43610	44122	+							BAME_00470	513		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	43610	44122	+	EIL86732.1			hypothetical protein			BAME_00470	513	170	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	44254	45213	+							BAME_00480	960		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	44254	45213	+	EIL86733.1			MIT family metal ion transporter CorA			BAME_00480	960	319	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	45247	45522	+							BAME_00490	276		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	45247	45522	+	EIL86734.1			yxiI			BAME_00490	276	91	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	45577	45741	+							BAME_00500	165		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	45577	45741	+	EIL86735.1			yxiI			BAME_00500	165	54	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	45775	46566	-							BAME_00510	792		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	45775	46566	-	EIL86736.1			poylsaccharide deacetylase			BAME_00510	792	263	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	46668	46859	-							BAME_00520	192		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	46668	46859	-	EIL86737.1			hypothetical protein			BAME_00520	192	63	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	47007	48128	+							BAME_00530	1122		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	47007	48128	+	EIL86738.1			thioredoxin			BAME_00530	1122	373	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	48136	48972	+							BAME_00540	837		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	48136	48972	+	EIL86739.1			MscS family small conductance mechanosenstive ion channel protein			BAME_00540	837	278	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	49258	49977	+							BAME_00550	720		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	49258	49977	+	EIL86740.1			hypothetical protein			BAME_00550	720	239	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	50155	50307	+							BAME_00560	153		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	50155	50307	+	EIL86741.1			hypothetical protein			BAME_00560	153	50	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	50352	51152	-							BAME_00570	801		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	50352	51152	-	EIL86742.1			sporulation protein YfkD			BAME_00570	801	266	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	51202	52269	-							BAME_00580	1068		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	51202	52269	-	EIL86743.1			calcium/proton exchanger			BAME_00580	1068	355	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	52335	52712	-							BAME_00590	378		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	52335	52712	-	EIL86744.1			hypothetical protein			BAME_00590	378	125	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	52788	53951	+							BAME_00600	1164		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	52788	53951	+	EIL86745.1			MFS family major facilitator transporter			BAME_00600	1164	387	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	53966	54475	+							BAME_00610	510		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	53966	54475	+	EIL86746.1			hypothetical protein			BAME_00610	510	169	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	54513	54635	-							BAME_00620	123		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	54513	54635	-	EIL86747.1			hypothetical protein			BAME_00620	123	40	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	54683	55501	-							BAME_00630	819		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	54683	55501	-	EIL86748.1			hypothetical protein			BAME_00630	819	272	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	55520	55852	-							BAME_00640	333		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	55520	55852	-	EIL86749.1			yfkI			BAME_00640	333	110	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	55873	56343	-							BAME_00650	471		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	55873	56343	-	EIL86750.1			protein-tyrosine-phosphatase			BAME_00650	471	156	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	56518	57873	+							BAME_00660	1356		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	56518	57873	+	EIL86751.1			AGCS family alanine or glycine:sodium (Na+) or proton (H+) symporter			BAME_00660	1356	451	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	57949	58164	+							BAME_00670	216		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	57949	58164	+	EIL86752.1			hypothetical protein			BAME_00670	216	71	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	58272	58790	-							BAME_00680	519		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	58272	58790	-	EIL86753.1			intracellular protease 1 (Intracellular protease I)			BAME_00680	519	172	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	59045	63325	+							BAME_00690	4281		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	59045	63325	+	EIL86754.1			2',3'-cyclic-nucleotide 2'-phosphodiesterase			BAME_00690	4281	1426	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	63573	64007	-							BAME_00700	435		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	63573	64007	-	EIL86755.1			hypothetical protein			BAME_00700	435	144	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	64072	64788	-							BAME_00710	717		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	64072	64788	-	EIL86756.1			GntR family transcriptional regulator			BAME_00710	717	238	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	64808	66508	-							BAME_00720	1701		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	64808	66508	-	EIL86757.1			alpha,alpha-phosphotrehalase			BAME_00720	1701	566	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	66524	67957	-							BAME_00730	1434		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	66524	67957	-	EIL86758.1			pts system, trehalose-specific iibc component			BAME_00730	1434	477	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	68120	68506	-							BAME_00740	387		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	68120	68506	-	EIL86759.1			yflB			BAME_00740	387	128	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	68589	70313	-							BAME_00750	1725		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	68589	70313	-	EIL86760.1			sensor histidine kinase			BAME_00750	1725	574	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	70345	72003	-							BAME_00760	1659		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	70345	72003	-	EIL86761.1			diaminobutyrate decarboxylase			BAME_00760	1659	552	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	72582	74564	+							BAME_00770	1983		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	72582	74564	+	EIL86762.1			glycerol phosphate lipoteichoic acid synthase 2			BAME_00770	1983	660	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	74667	75254	+							BAME_00780	588		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	74667	75254	+	EIL86763.1			yjgB			BAME_00780	588	195	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	75297	75800	-							BAME_00790	504		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	75297	75800	-	EIL86764.1			putative membrane protein			BAME_00790	504	167	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	76168	76635	-							BAME_00800	468		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	76168	76635	-	EIL86765.1			hypothetical protein			BAME_00800	468	155	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	76716	76994	+							BAME_00810	279		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	76716	76994	+	EIL86766.1			conserved membrane protein YoaT			BAME_00810	279	92	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	77013	78377	-							BAME_00820	1365		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	77013	78377	-	EIL86767.1			pts system, N-acetylglucosamine-specific iibc component			BAME_00820	1365	454	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	78568	79317	+							BAME_00830	750		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	78568	79317	+	EIL86768.1			methionine aminopeptidase			BAME_00830	750	249	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	79580	79741	+							BAME_00840	162		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	79580	79741	+	EIL86769.1			hypothetical protein			BAME_00840	162	53	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	79876	80013	+							BAME_00850	138		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	79876	80013	+	EIL86770.1			hypothetical protein			BAME_00850	138	45	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	80055	80705	-							BAME_00860	651		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	80055	80705	-	EIL86771.1			yflK			BAME_00860	651	216	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	80777	81100	+							BAME_00870	324		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	80777	81100	+	EIL86772.1			acylphosphatase			BAME_00870	324	107	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	81115	81444	-							BAME_00880	330		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	81115	81444	-	EIL86773.1			hypothetical protein			BAME_00880	330	109	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	81470	81601	-							BAME_00890	132		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	81470	81601	-	EIL86774.1			hypothetical protein			BAME_00890	132	43	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	81641	82747	-							BAME_00900	1107		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	81641	82747	-	EIL86775.1			nitric oxide synthase			BAME_00900	1107	368	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	82852	83409	-							BAME_00910	558		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	82852	83409	-	EIL86776.1			transcriptional regulator			BAME_00910	558	185	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	83523	84008	+							BAME_00920	486		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	83523	84008	+	EIL86777.1			phenolic acid decarboxylase			BAME_00920	486	161	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	84081	85712	-							BAME_00930	1632		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	84081	85712	-	EIL86778.1			M14 family carboxypeptidase			BAME_00930	1632	543	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	85894	87192	-							BAME_00940	1299		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	85894	87192	-	EIL86779.1			mg(2+)/citrate complex secondary transporter			BAME_00940	1299	432	
gene	protein_coding	GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	87384	88361	-							BAME_00950	978		
CDS		GCA_000264255.1	Primary Assembly	unplaced scaffold		AJWW01000001.1	87384	88361	-	EIL86780.1			TTT family tricarboxylate transporter, membrane protein			BAME_00950	978	325	
