# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	8520	9641	+	AVL02932.1			hypothetical protein			BS21228_00035	1122	373	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	9657	9956	+							BS21228_00040	300		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	9657	9956	+	AVL02933.1			hypothetical protein			BS21228_00040	300	99	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	9953	10123	+							BS21228_00045	171		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	9953	10123	+	AVL02934.1			hypothetical protein			BS21228_00045	171	56	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	10175	10387	+							BS21228_00050	213		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	10175	10387	+	AVL02935.1			hypothetical protein			BS21228_00050	213	70	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	10402	10665	+							BS21228_00055	264		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	10402	10665	+	AVL02936.1			phage holin			BS21228_00055	264	87	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	10721	11698	+							BS21228_00060	978		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	10721	11698	+	AVL02937.1			N-acetylmuramoyl-L-alanine amidase			BS21228_00060	978	325	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	11744	12207	-							BS21228_00065	464		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	11744	12207	-				hypothetical protein			BS21228_00065	464		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	12226	13989	-							BS21228_00070	1764		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	12226	13989	-	AVL06807.1			hypothetical protein			BS21228_00070	1764	587	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	14159	14230	+							BS21228_00075	72		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	14159	14230	+	AVL06808.1			hypothetical protein			BS21228_00075	72	23	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	14246	15331	-							BS21228_00080	1086		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	14246	15331	-	AVL02938.1			DUF4917 domain-containing protein			BS21228_00080	1086	361	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	15368	15568	-							BS21228_00085	201		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	15368	15568	-	AVL02939.1			hypothetical protein			BS21228_00085	201	66	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	16165	16455	+							BS21228_00090	291		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	16165	16455	+	AVL02940.1			hypothetical protein			BS21228_00090	291	96	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	16694	17185	+							BS21228_00095	492		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	16694	17185	+	AVL02941.1			hypothetical protein			BS21228_00095	492	163	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	17366	18217	+							BS21228_00100	852		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	17366	18217	+	AVL02942.1			toxin			BS21228_00100	852	283	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	18516	18767	+							BS21228_00105	252		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	18516	18767	+	AVL02943.1			hypothetical protein			BS21228_00105	252	83	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	18951	19385	+							BS21228_00110	435		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	18951	19385	+	AVL06809.1			hypothetical protein			BS21228_00110	435	144	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	19455	20294	+							BS21228_00115	840		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	19455	20294	+				hypothetical protein			BS21228_00115	840		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	20428	21186	-							BS21228_00120	759		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	20428	21186	-	AVL02944.1			ATP-binding protein			BS21228_00120	759	252	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	21183	22745	-							BS21228_00125	1563		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	21183	22745	-	AVL02945.1			transposase			BS21228_00125	1563	520	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	22839	24047	+							BS21228_00130	1209		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	22839	24047	+				IS256 family transposase			BS21228_00130	1209		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	24044	24943	+							BS21228_00135	900		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	24044	24943	+	AVL02946.1			CPBP family intramembrane metalloprotease			BS21228_00135	900	299	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	25021	25401	+							BS21228_00140	381		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	25021	25401	+	AVL02947.1			hypothetical protein			BS21228_00140	381	126	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	25943	26173	+							BS21228_00145	231		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	25943	26173	+	AVL02948.1			XRE family transcriptional regulator			BS21228_00145	231	76	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	26170	26812	+							BS21228_00150	643		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	26170	26812	+				hypothetical protein			BS21228_00150	643		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27076	27258	+							BS21228_00155	183		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27076	27258	+	AVL06810.1			hypothetical protein			BS21228_00155	183	60	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27333	27574	+							BS21228_00160	242		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27333	27574	+				hypothetical protein			BS21228_00160	242		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27685	27849	+							BS21228_00165	165		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27685	27849	+	AVL02949.1			hypothetical protein			BS21228_00165	165	54	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27989	28459	+							BS21228_00170	471		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	27989	28459	+	AVL02950.1			hypothetical protein			BS21228_00170	471	156	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	29256	30647	+							BS21228_00175	1392		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	29256	30647	+	AVL02951.1			MFS transporter			BS21228_00175	1392	463	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	30720	31037	+							BS21228_00180	318		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	30720	31037	+	AVL02952.1			transposase			BS21228_00180	318	105	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	31226	31948	+							BS21228_00185	723		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	31226	31948	+	AVL02953.1			transposase			BS21228_00185	723	240	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	32087	33688	+							BS21228_00190	1602		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	32087	33688	+	AVL02954.1			glycoside hydrolase 43 family protein			BS21228_00190	1602	533	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	33826	34980	-							BS21228_00195	1155		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	33826	34980	-	AVL02955.1			XylR family transcriptional regulator			BS21228_00195	1155	384	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	35218	36555	+							BS21228_00200	1338		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	35218	36555	+	AVL02956.1			xylose isomerase			BS21228_00200	1338	445	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	36706	38205	+							BS21228_00205	1500		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	36706	38205	+	AVL02957.1			xylulokinase			BS21228_00205	1500	499	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	38310	38475	+							BS21228_00210	166		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	38310	38475	+				1,4-beta-xylanase			BS21228_00210	166		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	38690	39937	+							BS21228_00215	1248		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	38690	39937	+	AVL02958.1			IS256 family transposase ISBsu2			BS21228_00215	1248	415	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	40067	40702	-							BS21228_00220	636		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	40067	40702	-	AVL02959.1			endonuclease			BS21228_00220	636	211	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	41115	42530	+							BS21228_00225	1416		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	41115	42530	+	AVL02960.1			MFS transporter			BS21228_00225	1416	471	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	42632	43816	-							BS21228_00230	1185		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	42632	43816	-	AVL02961.1			alanine racemase 2			BS21228_00230	1185	394	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	44227	44652	-							BS21228_00235	426		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	44227	44652	-	AVL02962.1			endonuclease			BS21228_00235	426	141	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	45081	45541	+							BS21228_00240	461		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	45081	45541	+				hypothetical protein			BS21228_00240	461		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	45571	46005	+							BS21228_00245	435		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	45571	46005	+	AVL02963.1			deoxyuridine 5'-triphosphate nucleotidohydrolase			BS21228_00245	435	144	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	46606	46869	-							BS21228_00250	264		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	46606	46869	-	AVL02964.1			hypothetical protein			BS21228_00250	264	87	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	46921	47145	+							BS21228_00255	225		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	46921	47145	+	AVL02965.1			hypothetical protein			BS21228_00255	225	74	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	47715	48554	+							BS21228_00260	840		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	47715	48554	+	AVL02966.1			thymidylate synthase			BS21228_00260	840	279	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	48677	48889	-							BS21228_00265	213		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	48677	48889	-	AVL02967.1			hypothetical protein			BS21228_00265	213	70	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	49007	49756	-							BS21228_00270	750		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	49007	49756	-	AVL02968.1			hypothetical protein			BS21228_00270	750	249	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	49886	50242	-							BS21228_00275	357		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	49886	50242	-	AVL02969.1			hypothetical protein			BS21228_00275	357	118	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	50488	50688	-							BS21228_00280	201		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	50488	50688	-	AVL02970.1			spore coat protein C			BS21228_00280	201	66	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	50863	51051	-							BS21228_00285	189		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	50863	51051	-	AVL02971.1			protein translocase TatA			BS21228_00285	189	62	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	51305	51703	+							BS21228_00290	399		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	51305	51703	+	AVL02972.1			hypothetical protein			BS21228_00290	399	132	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	51865	53217	+							BS21228_00295	1353		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	51865	53217	+	AVL02973.1			IS5/IS1182 family transposase			BS21228_00295	1353	450	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	53344	53778	-							BS21228_00300	435		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	53344	53778	-	AVL02974.1			hypothetical protein			BS21228_00300	435	144	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	53862	54047	+							BS21228_00305	186		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	53862	54047	+	AVL02975.1			hypothetical protein			BS21228_00305	186	61	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	54085	54273	+							BS21228_00310	189		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	54085	54273	+	AVL02976.1			hypothetical protein			BS21228_00310	189	62	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	54567	56123	+							BS21228_00315	1557		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	54567	56123	+				spore germination protein			BS21228_00315	1557		pseudo
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	56206	56787	+							BS21228_00320	582		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	56206	56787	+				spore gernimation protein GerC			BS21228_00320	582		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	56934	57740	+							BS21228_00325	807		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	56934	57740	+	AVL02977.1			hypothetical protein			BS21228_00325	807	268	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	57745	58377	+							BS21228_00330	633		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	57745	58377	+	AVL02978.1			hypothetical protein			BS21228_00330	633	210	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	58359	59999	+							BS21228_00335	1641		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	58359	59999	+	AVL02979.1			hypothetical protein			BS21228_00335	1641	546	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	60089	60403	+							BS21228_00340	315		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	60089	60403	+				hypothetical protein			BS21228_00340	315		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	60628	61386	+							BS21228_00345	759		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	60628	61386	+	AVL02980.1			hypothetical protein			BS21228_00345	759	252	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	61413	61952	-							BS21228_00350	540		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	61413	61952	-	AVL02981.1			hypothetical protein			BS21228_00350	540	179	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	62071	62490	+							BS21228_00355	420		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	62071	62490	+	AVL02982.1			fosfomycin resistance protein FosB			BS21228_00355	420	139	
gene	pseudogene	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	62834	63038	+							BS21228_00360	205		pseudo
CDS	without_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	62834	63038	+				hypothetical protein			BS21228_00360	205		pseudo
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	63040	63657	-							BS21228_00365	618		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	63040	63657	-	AVL02983.1			LexA repressor			BS21228_00365	618	205	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	63807	64124	+							BS21228_00370	318		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	63807	64124	+	AVL02984.1			cell division suppressor protein YneA			BS21228_00370	318	105	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	64143	64796	+							BS21228_00375	654		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	64143	64796	+	AVL02985.1			resolvase			BS21228_00375	654	217	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	64860	65093	+							BS21228_00380	234		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	64860	65093	+	AVL02986.1			hypothetical protein			BS21228_00380	234	77	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	65262	67265	+							BS21228_00385	2004		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	65262	67265	+	AVL02987.1			transketolase			BS21228_00385	2004	667	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	67418	67864	+							BS21228_00390	447		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	67418	67864	+	AVL02988.1			sporulation inhibitor of replication protein SirA			BS21228_00390	447	148	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	67950	68168	+							BS21228_00395	219		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	67950	68168	+	AVL02989.1			hypothetical protein			BS21228_00395	219	72	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	68242	68415	-							BS21228_00400	174		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	68242	68415	-	AVL06811.1			aspartyl-phosphate phosphatase YnzD			BS21228_00400	174	57	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	68635	69342	+							BS21228_00405	708		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	68635	69342	+	AVL02990.1			cytochrome c-type biogenesis protein CcdA			BS21228_00405	708	235	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	69431	69793	+							BS21228_00410	363		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	69431	69793	+	AVL02991.1			two-component system response regulator			BS21228_00410	363	120	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	69872	70363	+							BS21228_00415	492		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	69872	70363	+	AVL02992.1			hypothetical protein			BS21228_00415	492	163	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	70394	70822	-							BS21228_00420	429		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	70394	70822	-	AVL02993.1			hypothetical protein			BS21228_00420	429	142	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	71056	71448	-							BS21228_00425	393		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	71056	71448	-	AVL02994.1			spore coat protein			BS21228_00425	393	130	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	71529	71675	-							BS21228_00430	147		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	71529	71675	-	AVL02995.1			small, acid-soluble spore protein P			BS21228_00430	147	48	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	71707	71853	-							BS21228_00435	147		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	71707	71853	-	AVL06812.1			small acid-soluble spore protein O			BS21228_00435	147	48	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	72081	74810	+							BS21228_00440	2730		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	72081	74810	+	AVL02996.1			aconitate hydratase 1			BS21228_00440	2730	909	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	74882	75394	+							BS21228_00445	513		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	74882	75394	+	AVL02997.1			thiol:disulfide interchange protein			BS21228_00445	513	170	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	75476	75601	+							BS21228_00450	126		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	75476	75601	+	AVL02998.1			Fur-regulated basic protein B			BS21228_00450	126	41	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	75666	75812	+							BS21228_00455	147		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	75666	75812	+	AVL02999.1			small, acid-soluble spore protein N			BS21228_00455	147	48	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	75849	76100	+							BS21228_00460	252		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	75849	76100	+	AVL03000.1			small, acid-soluble spore protein Tlp			BS21228_00460	252	83	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	76185	76601	+							BS21228_00465	417		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	76185	76601	+	AVL03001.1			hypothetical protein			BS21228_00465	417	138	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	76617	76916	+							BS21228_00470	300		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	76617	76916	+	AVL03002.1			hypothetical protein			BS21228_00470	300	99	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	76947	77234	-							BS21228_00475	288		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	76947	77234	-	AVL03003.1			hypothetical protein			BS21228_00475	288	95	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	77322	77903	-							BS21228_00480	582		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	77322	77903	-	AVL03004.1			glycerol-3-phosphate acyltransferase			BS21228_00480	582	193	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	78073	78480	+							BS21228_00485	408		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	78073	78480	+	AVL03005.1			CoA-binding protein			BS21228_00485	408	135	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	78879	80846	+							BS21228_00490	1968		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	78879	80846	+	AVL03006.1			DNA topoisomerase IV subunit B			BS21228_00490	1968	655	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	80850	83270	+							BS21228_00495	2421		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	80850	83270	+	AVL03007.1			DNA topoisomerase 4 subunit A			BS21228_00495	2421	806	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	83468	83878	-							BS21228_00500	411		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	83468	83878	-	AVL03008.1			hypothetical protein			BS21228_00500	411	136	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	84331	85728	+							BS21228_00505	1398		
CDS	with_protein	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	84331	85728	+	AVL03009.1			sodium:alanine symporter family protein			BS21228_00505	1398	465	
gene	protein_coding	GCA_002982175.1	Primary Assembly	chromosome		CP020023.1	86031	87530	+							BS21228_00510	1500		
