# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	31238	34747	+	KDE32322.1			ATP-dependent nuclease subunit B			BA79_00175	3510	1169	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	34725	38429	+							BA79_00180	3705		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	34725	38429	+	KDE32323.1			ATP-dependent deoxyribonuclease subunit A			BA79_00180	3705	1234	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	38455	39630	+							BA79_00185	1176		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	38455	39630	+	KDE32324.1			DNA repair exonuclease subunit D			BA79_00185	1176	391	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	39627	43022	+							BA79_00190	3396		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	39627	43022	+	KDE32325.1			DNA repair exonuclease subunit C			BA79_00190	3396	1131	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	43040	43339	+							BA79_00195	300		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	43040	43339	+	KDE32326.1			hypothetical protein			BA79_00195	300	99	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	43387	43605	-							BA79_00200	219		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	43387	43605	-	KDE32327.1			spore germination protein PF			BA79_00200	219	72	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	43628	44026	-							BA79_00205	399		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	43628	44026	-	KDE32328.1			spore germination protein PE			BA79_00205	399	132	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	44062	44238	-							BA79_00210	177		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	44062	44238	-	KDE32329.1			spore germination protein PD			BA79_00210	177	58	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	44235	44849	-							BA79_00215	615		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	44235	44849	-	KDE32330.1			spore germination protein GerPC			BA79_00215	615	204	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	44881	45114	-							BA79_00220	234		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	44881	45114	-	KDE32331.1			spore germination protein PB			BA79_00220	234	77	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	45129	45350	-							BA79_00225	222		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	45129	45350	-	KDE32332.1			spore germination protein			BA79_00225	222	73	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	45478	45639	-							BA79_00230	162		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	45478	45639	-	KDE32333.1			hypothetical protein			BA79_00230	162	53	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	45762	46856	-							BA79_00235	1095		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	45762	46856	-	KDE32334.1			spore coat protein H			BA79_00235	1095	364	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	47367	47693	+							BA79_00240	327		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	47367	47693	+	KDE32335.1			hypothetical protein			BA79_00240	327	108	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	47712	48617	+							BA79_00245	906		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	47712	48617	+	KDE32336.1			fumarylacetoacetate hydrolase			BA79_00245	906	301	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	48709	49077	+							BA79_00250	369		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	48709	49077	+	KDE32337.1			hypothetical protein			BA79_00250	369	122	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	49116	49643	-							BA79_00255	528		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	49116	49643	-	KDE32338.1			hypothetical protein			BA79_00255	528	175	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	49800	51641	+							BA79_00260	1842		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	49800	51641	+	KDE32339.1			asparagine synthetase			BA79_00260	1842	613	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	51789	53306	+							BA79_00265	1518		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	51789	53306	+	KDE32340.1			phytoene desaturase			BA79_00265	1518	505	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	53303	54778	+							BA79_00270	1476		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	53303	54778	+	KDE32341.1			phytoene desaturase			BA79_00270	1476	491	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	54771	55610	+							BA79_00275	840		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	54771	55610	+	KDE32342.1			phytoene synthase			BA79_00275	840	279	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	55856	57232	-							BA79_00280	1377		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	55856	57232	-	KDE32343.1			MATE family multi antimicrobial extrusion protein			BA79_00280	1377	458	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	57346	58212	+							BA79_00285	867		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	57346	58212	+	KDE32344.1			transcriptional regulator			BA79_00285	867	288	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	58227	58787	+							BA79_00290	561		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	58227	58787	+	KDE32345.1			acetyltransferase			BA79_00290	561	186	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	58851	59126	+							BA79_00295	276		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	58851	59126	+	KDE32346.1			hypothetical protein			BA79_00295	276	91	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	59294	59830	-							BA79_00300	537		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	59294	59830	-	KDE32347.1			serine O-acetyltransferase			BA79_00300	537	178	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	60218	61564	+							BA79_00305	1347		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	60218	61564	+	KDE32348.1			diaminobutyrate--2-oxoglutarate aminotransferase			BA79_00305	1347	448	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	61551	63047	+							BA79_00310	1497		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	61551	63047	+	KDE32349.1			diaminobutyrate decarboxylase			BA79_00310	1497	498	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	63044	64825	+							BA79_00315	1782		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	63044	64825	+	KDE32350.1			IucA/IucC family siderophore biosynthesis protein			BA79_00315	1782	593	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	64822	65376	+							BA79_00320	555		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	64822	65376	+	KDE32351.1			siderophore biosynthesis protein			BA79_00320	555	184	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	65351	66700	+							BA79_00325	1350		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	65351	66700	+	KDE32352.1			L-lysine 6-monooxygenase			BA79_00325	1350	449	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	66714	68528	+							BA79_00330	1815		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	66714	68528	+	KDE32353.1			IucA/IucC family siderophore biosynthesis protein			BA79_00330	1815	604	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	68574	69431	-							BA79_00335	858		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	68574	69431	-	KDE32354.1			GNAT family acetyltransferase			BA79_00335	858	285	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	69570	70505	-							BA79_00340	936		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	69570	70505	-	KDE32355.1			hypothetical protein			BA79_00340	936	311	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	70623	74051	-							BA79_00345	3429		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	70623	74051	-	KDE32356.1			methionine synthase			BA79_00345	3429	1142	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	74035	75876	-							BA79_00350	1842		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	74035	75876	-	KDE32357.1			bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase protein			BA79_00350	1842	613	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	76155	76646	-							BA79_00355	492		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	76155	76646	-	KDE32358.1			nucleotide-binding protein			BA79_00355	492	163	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	76873	77721	+							BA79_00360	849		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	76873	77721	+	KDE32359.1			hypothetical protein			BA79_00360	849	282	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	77879	78856	+							BA79_00365	978		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	77879	78856	+	KDE32360.1			lipid ABC transporter substrate-binding protein			BA79_00365	978	325	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	78853	80502	+							BA79_00370	1650		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	78853	80502	+	KDE32361.1			sensor histidine kinase			BA79_00370	1650	549	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	80544	81401	-							BA79_00375	858		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	80544	81401	-	KDE32362.1			spore protein YitS			BA79_00375	858	285	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	81543	82385	+							BA79_00380	843		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	81543	82385	+	KDE32363.1			hypothetical protein			BA79_00380	843	280	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	82400	82861	+							BA79_00385	462		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	82400	82861	+	KDE32364.1			intracellular proteinase inhibitor BsuPI			BA79_00385	462	153	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	82896	83087	-							BA79_00390	192		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	82896	83087	-	KDE32365.1			hypothetical protein			BA79_00390	192	63	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	83084	83236	-							BA79_00395	153		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	83084	83236	-	KDE32366.1			hypothetical protein			BA79_00395	153	50	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	83325	84137	-							BA79_00400	813		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	83325	84137	-	KDE32367.1			HAD family phosphatase			BA79_00400	813	270	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	84275	85060	+							BA79_00405	786		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	84275	85060	+	KDE32368.1			serine peptidase			BA79_00405	786	261	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	85107	85415	+							BA79_00410	309		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	85107	85415	+	KDE32369.1			hypothetical protein			BA79_00410	309	102	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	85533	86978	+							BA79_00415	1446		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	85533	86978	+	KDE32370.1			major facilitator superfamily transporter			BA79_00415	1446	481	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	86975	87523	+							BA79_00420	549		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	86975	87523	+	KDE32371.1			major facilitator superfamily transporter			BA79_00420	549	182	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	87662	88699	+					argC		BA79_00425	1038		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	87662	88699	+	KDE32372.1			N-acetyl-gamma-glutamyl-phosphate reductase	argC		BA79_00425	1038	345	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	88720	89940	+					argJ		BA79_00430	1221		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	88720	89940	+	KDE32373.1			bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein	argJ		BA79_00430	1221	406	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	89955	90731	+							BA79_00435	777		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	89955	90731	+	KDE32374.1			acetylglutamate kinase			BA79_00435	777	258	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	90728	91879	+					argD		BA79_00440	1152		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	90728	91879	+	KDE32375.1			acetylornithine aminotransferase	argD		BA79_00440	1152	383	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	91949	93010	+							BA79_00445	1062		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	91949	93010	+	KDE32376.1			carbamoyl phosphate synthase small subunit			BA79_00445	1062	353	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	93003	96083	+					carB		BA79_00450	3081		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	93003	96083	+	KDE32377.1			carbamoyl phosphate synthase large subunit	carB		BA79_00450	3081	1026	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	96080	97030	+							BA79_00455	951		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	96080	97030	+	KDE32378.1			ornithine carbamoyltransferase			BA79_00455	951	316	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	97134	97313	+							BA79_00460	180		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	97134	97313	+	KDE32379.1			hypothetical protein			BA79_00460	180	59	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	97483	98748	+							BA79_00465	1266		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	97483	98748	+	KDE32380.1			major facilitator superfamily transporter			BA79_00465	1266	421	
gene	protein_coding	GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	98869	99063	-							BA79_00470	195		
CDS		GCA_000691145.1	Primary Assembly	unplaced scaffold		ASJC01000001.1	98869	99063	-	KDE32381.1			hypothetical protein			BA79_00470	195	64	
