# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	26451	27557	+	EHL77861.1			hypothetical protein			HMPREF1014_00022	1107	368	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	27965	28501	+							HMPREF1014_00023	537		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	27965	28501	+	EHL77862.1			D-alanyl-D-alanine carboxypeptidase			HMPREF1014_00023	537	178	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	28819	29919	+							HMPREF1014_00024	1101		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	28819	29919	+	EHL77863.1			hypothetical protein			HMPREF1014_00024	1101	366	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	29897	31000	+							HMPREF1014_00025	1104		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	29897	31000	+	EHL77864.1			hypothetical protein			HMPREF1014_00025	1104	367	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	31002	31757	+							HMPREF1014_00026	756		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	31002	31757	+	EHL77865.1			hypothetical protein			HMPREF1014_00026	756	251	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	31750	32766	+							HMPREF1014_00027	1017		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	31750	32766	+	EHL77866.1			hypothetical protein			HMPREF1014_00027	1017	338	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	32766	33491	+							HMPREF1014_00028	726		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	32766	33491	+	EHL77867.1			hypothetical protein			HMPREF1014_00028	726	241	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	33607	34932	+							HMPREF1014_00029	1326		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	33607	34932	+	EHL77868.1			gluconate:H+ symporter (GntP) family transporter			HMPREF1014_00029	1326	441	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	35103	35294	+							HMPREF1014_00030	192		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	35103	35294	+	EHL77869.1			hypothetical protein			HMPREF1014_00030	192	63	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	35348	37321	-							HMPREF1014_00031	1974		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	35348	37321	-	EHL77870.1			hypothetical protein			HMPREF1014_00031	1974	657	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	37318	38070	-							HMPREF1014_00032	753		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	37318	38070	-	EHL77871.1			hypothetical protein			HMPREF1014_00032	753	250	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	38091	40046	-							HMPREF1014_00033	1956		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	38091	40046	-	EHL77872.1			hypothetical protein			HMPREF1014_00033	1956	651	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	40115	42094	-							HMPREF1014_00034	1980		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	40115	42094	-	EHL77873.1			hypothetical protein			HMPREF1014_00034	1980	659	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	42189	43211	-							HMPREF1014_00035	1023		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	42189	43211	-	EHL77874.1			hypothetical protein			HMPREF1014_00035	1023	340	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	43214	43909	-							HMPREF1014_00036	696		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	43214	43909	-	EHL77875.1			hypothetical protein			HMPREF1014_00036	696	231	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	44119	44391	+							HMPREF1014_00037	273		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	44119	44391	+	EHL77876.1			hypothetical protein			HMPREF1014_00037	273	90	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	44388	45023	+							HMPREF1014_00038	636		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	44388	45023	+	EHL77877.1			hypothetical protein			HMPREF1014_00038	636	211	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	45047	45685	+							HMPREF1014_00039	639		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	45047	45685	+	EHL77878.1			hypothetical protein			HMPREF1014_00039	639	212	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	45736	46608	-							HMPREF1014_00040	873		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	45736	46608	-	EHL77879.1			hypothetical protein			HMPREF1014_00040	873	290	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	46915	47685	+							HMPREF1014_00041	771		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	46915	47685	+	EHL77880.1			hypothetical protein			HMPREF1014_00041	771	256	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	47672	49621	+							HMPREF1014_00042	1950		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	47672	49621	+	EHL77881.1			hypothetical protein			HMPREF1014_00042	1950	649	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	49764	50342	+							HMPREF1014_00043	579		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	49764	50342	+	EHL77882.1			hypothetical protein			HMPREF1014_00043	579	192	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	50342	50941	+							HMPREF1014_00044	600		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	50342	50941	+	EHL77883.1			hypothetical protein			HMPREF1014_00044	600	199	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	51525	52307	+							HMPREF1014_00045	783		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	51525	52307	+	EHL77884.1			hypothetical protein			HMPREF1014_00045	783	260	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	52292	53050	+							HMPREF1014_00046	759		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	52292	53050	+	EHL77885.1			hypothetical protein			HMPREF1014_00046	759	252	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	53091	54098	-							HMPREF1014_00047	1008		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	53091	54098	-	EHL77886.1			hypothetical protein			HMPREF1014_00047	1008	335	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	54289	54960	+							HMPREF1014_00048	672		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	54289	54960	+	EHL77887.1			hypothetical protein			HMPREF1014_00048	672	223	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	54985	55494	+							HMPREF1014_00049	510		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	54985	55494	+	EHL77888.1			hypothetical protein			HMPREF1014_00049	510	169	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	55535	56437	-							HMPREF1014_00050	903		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	55535	56437	-	EHL77889.1			YegS//BmrU family lipid kinase			HMPREF1014_00050	903	300	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	56655	57182	-							HMPREF1014_00051	528		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	56655	57182	-	EHL77890.1			hypoxanthine phosphoribosyltransferase			HMPREF1014_00051	528	175	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	57344	57559	+							HMPREF1014_00052	216		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	57344	57559	+	EHL77891.1			hypothetical protein			HMPREF1014_00052	216	71	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	57743	58075	+							HMPREF1014_00053	333		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	57743	58075	+	EHL77892.1			hypothetical protein			HMPREF1014_00053	333	110	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	58255	58746	+							HMPREF1014_00054	492		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	58255	58746	+	EHL77893.1			LPXTG-domain-containing protein cell wall anchor domain			HMPREF1014_00054	492	163	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	58836	59456	+							HMPREF1014_00055	621		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	58836	59456	+	EHL77894.1			sortase			HMPREF1014_00055	621	206	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	59496	60185	+							HMPREF1014_00056	690		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	59496	60185	+	EHL77895.1			hypothetical protein			HMPREF1014_00056	690	229	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	60182	62032	+							HMPREF1014_00057	1851		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	60182	62032	+	EHL77896.1			hypothetical protein			HMPREF1014_00057	1851	616	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	62241	62909	-							HMPREF1014_00058	669		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	62241	62909	-	EHL77897.1			hypothetical protein			HMPREF1014_00058	669	222	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	63292	63519	+							HMPREF1014_00059	228		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	63292	63519	+	EHL77898.1			hypothetical protein			HMPREF1014_00059	228	75	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	63516	65504	+							HMPREF1014_00060	1989		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	63516	65504	+	EHL77899.1			ferrous iron transporter B			HMPREF1014_00060	1989	662	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	65518	65688	+							HMPREF1014_00061	171		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	65518	65688	+	EHL77900.1			hypothetical protein			HMPREF1014_00061	171	56	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	66087	66665	-							HMPREF1014_00062	579		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	66087	66665	-	EHL77762.1			hypothetical protein			HMPREF1014_00062	579	192	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	67069	67734	+							HMPREF1014_00063	666		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	67069	67734	+	EHL77763.1			hypothetical protein			HMPREF1014_00063	666	221	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	67814	68218	+							HMPREF1014_00064	405		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	67814	68218	+	EHL77764.1			hypothetical protein			HMPREF1014_00064	405	134	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	68240	68746	+							HMPREF1014_00065	507		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	68240	68746	+	EHL77765.1			hypothetical protein			HMPREF1014_00065	507	168	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	68759	69577	+							HMPREF1014_00066	819		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	68759	69577	+	EHL77766.1			hypothetical protein			HMPREF1014_00066	819	272	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	69876	70748	-							HMPREF1014_00067	873		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	69876	70748	-	EHL77767.1			UPF0750 membrane protein ydeO			HMPREF1014_00067	873	290	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	70936	71973	-							HMPREF1014_00068	1038		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	70936	71973	-	EHL77768.1			hypothetical protein			HMPREF1014_00068	1038	345	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	72647	72880	+							HMPREF1014_00069	234		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	72647	72880	+	EHL77769.1			hypothetical protein			HMPREF1014_00069	234	77	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	73047	74075	-							HMPREF1014_00070	1029		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	73047	74075	-	EHL77770.1			cytochrome d ubiquinol oxidase, subunit II			HMPREF1014_00070	1029	342	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	74065	75414	-							HMPREF1014_00071	1350		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	74065	75414	-	EHL77771.1			hypothetical protein			HMPREF1014_00071	1350	449	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	75639	76202	+							HMPREF1014_00072	564		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	75639	76202	+	EHL77772.1			hypothetical protein			HMPREF1014_00072	564	187	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	76199	76435	-							HMPREF1014_00073	237		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	76199	76435	-	EHL77773.1			UPF0161 protein			HMPREF1014_00073	237	78	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	76564	77037	+							HMPREF1014_00074	474		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	76564	77037	+	EHL77774.1			S-ribosylhomocysteine lyase			HMPREF1014_00074	474	157	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	77686	77913	-							HMPREF1014_00075	228		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	77686	77913	-	EHL77775.1			hypothetical protein			HMPREF1014_00075	228	75	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	77907	78077	-							HMPREF1014_00076	171		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	77907	78077	-	EHL77776.1			hypothetical protein			HMPREF1014_00076	171	56	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	78079	78228	-							HMPREF1014_00077	150		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	78079	78228	-	EHL77777.1			hypothetical protein			HMPREF1014_00077	150	49	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	78313	78630	+							HMPREF1014_00078	318		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	78313	78630	+	EHL77778.1			hypothetical protein			HMPREF1014_00078	318	105	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	78715	79194	+							HMPREF1014_00079	480		
CDS		GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	78715	79194	+	EHL77779.1			nucleoside triphosphatase YtkD			HMPREF1014_00079	480	159	
gene	protein_coding	GCA_000238655.1	Primary Assembly	unplaced scaffold		JH414708.1	79445	80116	-							HMPREF1014_00080	672		
