# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	10891	10969	+				tRNA-Ile			BAA_0008	79		
gene	tRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	10976	11053	+							BAA_0009	78		
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	10976	11053	+				tRNA-Ala			BAA_0009	78		
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	11147	14054	+					rrl_1		BAA_0011	2908		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	11147	14054	+				23S ribosomal RNA	rrl_1		BAA_0011	2908		
gene	pseudogene	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	11171	11602	-							BAA_0010	432		pseudo
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	14103	14218	+					rrf_1		BAA_0012	116		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	14103	14218	+				5S ribosomal RNA	rrf_1		BAA_0012	116		
gene	pseudogene	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	14253	15197	-							BAA_0013	945		pseudo
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	15368	16831	+					guaB		BAA_0014	1464		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	15368	16831	+	ACQ47420.1			inosine-5'-monophosphate dehydrogenase	guaB		BAA_0014	1464	487	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	16936	18252	+					dacA		BAA_0015	1317		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	16936	18252	+	ACQ49906.1			serine-type D-Ala-D-Ala carboxypeptidase DacA	dacA		BAA_0015	1317	438	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	18414	19301	+							BAA_0016	888		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	18414	19301	+	ACQ50331.1			pyridoxine biosynthesis protein			BAA_0016	888	295	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	19320	19910	+							BAA_0017	591		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	19320	19910	+	ACQ50665.1			glutamine amidotransferase, SNO family			BAA_0017	591	196	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	20238	21512	+					serS		BAA_0018	1275		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	20238	21512	+	ACQ46636.1			serine--tRNA ligase	serS		BAA_0018	1275	424	
gene	tRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	21669	21761	+							BAA_0019	93		
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	21669	21761	+				tRNA-Ser			BAA_0019	93		
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	21928	22320	+							BAA_0020	393		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	21928	22320	+	ACQ47673.1			hypothetical protein			BAA_0020	393	130	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	22356	23024	-							BAA_0021	669		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	22356	23024	-	ACQ48049.1			deoxynucleoside kinase family protein			BAA_0021	669	222	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	23027	23662	-							BAA_0022	636		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	23027	23662	-	ACQ48618.1			deoxynucleoside kinase family protein			BAA_0022	636	211	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	23788	24327	-							BAA_0023	540		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	23788	24327	-	ACQ50027.1			isochorismatase family protein			BAA_0023	540	179	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	24435	24935	+							BAA_0024	501		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	24435	24935	+	ACQ50567.1			cytidine/deoxycytidylate deaminase zinc-binding domain protein			BAA_0024	501	166	
gene	SRP_RNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	25128	25230	+					srpB		BAA_0025	103		
ncRNA	SRP_RNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	25128	25230	+				Bacterial signal recognition particle RNA	srpB		BAA_0025	103		
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	25412	27100	+					dnaX		BAA_0026	1689		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	25412	27100	+	ACQ50817.1			DNA polymerase III, gamma and tau subunits	dnaX		BAA_0026	1689	562	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	27123	27452	+							BAA_0027	330		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	27123	27452	+	ACQ47955.1			conserved hypothetical protein TIGR00103			BAA_0027	330	109	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	27467	28063	+					recR		BAA_0028	597		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	27467	28063	+	ACQ49434.1			recombination protein RecR	recR		BAA_0028	597	198	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	28078	28299	+							BAA_0029	222		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	28078	28299	+	ACQ50268.1			conserved hypothetical protein			BAA_0029	222	73	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	28514	28783	+					bofA		BAA_0030	270		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	28514	28783	+	ACQ50648.1			sigma-k factor processing regulatory protein BofA	bofA		BAA_0030	270	89	
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	29027	30535	+					rrs_2		BAA_0031	1509		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	29027	30535	+				16S ribosomal RNA	rrs_2		BAA_0031	1509		
gene	tRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30685	30763	+							BAA_0032	79		
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30685	30763	+				tRNA-Ile			BAA_0032	79		
gene	tRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30770	30847	+							BAA_0033	78		
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30770	30847	+				tRNA-Ala			BAA_0033	78		
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30941	33848	+					rrl_2		BAA_0035	2908		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30941	33848	+				23S ribosomal RNA	rrl_2		BAA_0035	2908		
gene	pseudogene	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	30965	31396	-							BAA_0034	432		pseudo
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	33897	34012	+					rrf_2		BAA_0036	116		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	33897	34012	+				5S ribosomal RNA	rrf_2		BAA_0036	116		
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	34203	34382	+							BAA_0037	180		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	34203	34382	+	ACQ46551.1			putative csfB protein			BAA_0037	180	59	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	34454	35875	+							BAA_0038	1422		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	34454	35875	+	ACQ47402.1			Orn/Lys/Arg decarboxylase family protein			BAA_0038	1422	473	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	35877	36503	+					tmk		BAA_0039	627		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	35877	36503	+	ACQ49056.1			dTMP kinase	tmk		BAA_0039	627	208	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	36539	37522	+					holB		BAA_0040	984		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	36539	37522	+	ACQ49528.1			DNA polymerase III, delta prime subunit	holB		BAA_0040	984	327	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	37528	38355	+							BAA_0041	828		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	37528	38355	+	ACQ49166.1			conserved hypothetical protein			BAA_0041	828	275	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	38370	38720	+							BAA_0042	351		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	38370	38720	+	ACQ46357.1			conserved hypothetical protein			BAA_0042	351	116	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	38841	39581	+							BAA_0043	741		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	38841	39581	+	ACQ48357.1			conserved hypothetical protein			BAA_0043	741	246	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	39568	39858	+							BAA_0044	291		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	39568	39858	+	ACQ47698.1			conserved hypothetical protein			BAA_0044	291	96	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	39827	40702	+							BAA_0045	876		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	39827	40702	+	ACQ50209.1			tetrapyrrole methylase family protein			BAA_0045	876	291	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	40723	41007	-					abrB		BAA_0046	285		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	40723	41007	-	ACQ49167.1			transition state transcriptional regulatory protein AbrB	abrB		BAA_0046	285	94	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	41498	43480	+					metS		BAA_0047	1983		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	41498	43480	+	ACQ46167.1			methionine--tRNA ligase	metS		BAA_0047	1983	660	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	43646	44413	+							BAA_0048	768		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	43646	44413	+	ACQ50476.1			deoxyribonuclease, TatD family			BAA_0048	768	255	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	44628	45185	+							BAA_0049	558		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	44628	45185	+	ACQ48014.1			primase-related protein			BAA_0049	558	185	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	45182	46060	+					ksgA		BAA_0050	879		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	45182	46060	+	ACQ47435.1			dimethyladenosine transferase	ksgA		BAA_0050	879	292	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	46171	47034	+							BAA_0051	864		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	46171	47034	+	ACQ48822.1			yabG protein			BAA_0051	864	287	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	47273	47533	+							BAA_0052	261		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	47273	47533	+	ACQ46943.1			veg protein			BAA_0052	261	86	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	47625	47804	+					sspF		BAA_0053	180		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	47625	47804	+	ACQ50007.1			small, acid-soluble spore protein	sspF		BAA_0053	180	59	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	48001	48870	+					ispE		BAA_0054	870		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	48001	48870	+	ACQ50618.1			4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		BAA_0054	870	289	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	48925	49773	+					purR		BAA_0055	849		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	48925	49773	+	ACQ47921.1			pur operon repressor	purR		BAA_0055	849	282	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	49760	49879	+							BAA_0056	120		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	49760	49879	+	ACQ48328.1			hypothetical protein			BAA_0056	120	39	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	49896	50270	+							BAA_0057	375		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	49896	50270	+	ACQ46477.1			putative endoribonuclease L-PSP			BAA_0057	375	124	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	50423	50716	+					spoVG		BAA_0058	294		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	50423	50716	+	ACQ47610.1			stage V sporulation protein G	spoVG		BAA_0058	294	97	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	51039	52418	+					glmU		BAA_0059	1380		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	51039	52418	+	ACQ50133.1			UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	glmU		BAA_0059	1380	459	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	52437	53390	+					prsA		BAA_0060	954		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	52437	53390	+	ACQ50690.1			ribose-phosphate pyrophosphokinase	prsA		BAA_0060	954	317	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	53400	54023	+					spoVC		BAA_0061	624		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	53400	54023	+	ACQ49000.1			aminoacyl-tRNA hydrolase	spoVC		BAA_0061	624	207	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	54094	54318	+							BAA_0062	225		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	54094	54318	+	ACQ50792.1			conserved hypothetical protein			BAA_0062	225	74	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	54424	57954	+					mfd		BAA_0063	3531		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	54424	57954	+	ACQ49811.1			transcription-repair coupling factor	mfd		BAA_0063	3531	1176	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	58090	58626	+					spoVT		BAA_0064	537		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	58090	58626	+	ACQ47031.1			stage V sporulation protein T	spoVT		BAA_0064	537	178	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	58857	60458	+							BAA_0065	1602		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	58857	60458	+	ACQ45999.1			polysaccharide synthase family protein			BAA_0065	1602	533	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	60471	61931	+							BAA_0066	1461		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	60471	61931	+	ACQ47979.1			tetrapyrrole methylase family protein/MazG family protein			BAA_0066	1461	486	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	61946	62221	+							BAA_0067	276		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	61946	62221	+	ACQ49495.1			S4 domain protein			BAA_0067	276	91	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	62280	62588	+					yabP		BAA_0068	309		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	62280	62588	+	ACQ48804.1			sporulation protein YabP	yabP		BAA_0068	309	102	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	62585	63238	+					yabQ		BAA_0069	654		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	62585	63238	+	ACQ50885.1			spore cortex biosynthesis protein YabQ	yabQ		BAA_0069	654	217	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	63235	63594	+					divIC1		BAA_0070	360		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	63235	63594	+	ACQ50318.1			cell division protein DivIC	divIC1		BAA_0070	360	119	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	63682	64164	+							BAA_0071	483		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	63682	64164	+	ACQ46574.1			S1 RNA binding domain protein			BAA_0071	483	160	
gene	tRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	64324	64402	+							BAA_0072	79		
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	64324	64402	+				tRNA-Met			BAA_0072	79		
gene	tRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	64412	64486	+							BAA_0073	75		
tRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	64412	64486	+				tRNA-Glu			BAA_0073	75		
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	64743	67214	+					spoIIE		BAA_0074	2472		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	64743	67214	+	ACQ49453.1			stage II sporulation protein E	spoIIE		BAA_0074	2472	823	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	67448	68878	+					tilS		BAA_0075	1431		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	67448	68878	+	ACQ48763.1			tRNA(Ile)-lysidine synthetase	tilS		BAA_0075	1431	476	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	68875	69417	+					hpt		BAA_0076	543		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	68875	69417	+	ACQ50541.1			hypoxanthine phosphoribosyltransferase	hpt		BAA_0076	543	180	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	69503	71404	+					ftsH		BAA_0077	1902		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	69503	71404	+	ACQ46582.1			cell division protein FtsH	ftsH		BAA_0077	1902	633	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	71629	72417	+					coaX		BAA_0078	789		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	71629	72417	+	ACQ47090.1			pantothenate kinase, type III	coaX		BAA_0078	789	262	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	72424	73299	+					hslO		BAA_0079	876		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	72424	73299	+	ACQ48003.1			chaperonin, 33 kDa	hslO		BAA_0079	876	291	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	73404	74327	+					cysK1		BAA_0080	924		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	73404	74327	+	ACQ47440.1			cysteine synthase A	cysK1		BAA_0080	924	307	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	74548	75945	+					pabB		BAA_0081	1398		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	74548	75945	+	ACQ49496.1			para-aminobenzoate synthase, component I	pabB		BAA_0081	1398	465	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	75951	76538	+					pabA		BAA_0082	588		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	75951	76538	+	ACQ48837.1			para-aminobenzoate synthase, glutamine amidotransferase component	pabA		BAA_0082	588	195	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	76532	77404	+					pabC		BAA_0083	873		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	76532	77404	+	ACQ50933.1			4-amino-4-deoxychorismate lyase PabC	pabC		BAA_0083	873	290	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	77406	78239	+					folP		BAA_0084	834		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	77406	78239	+	ACQ49446.1			dihydropteroate synthase	folP		BAA_0084	834	277	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	78240	78602	+					folB		BAA_0085	363		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	78240	78602	+	ACQ46954.1			dihydroneopterin aldolase	folB		BAA_0085	363	120	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	78599	79114	+					folK		BAA_0086	516		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	78599	79114	+	ACQ46254.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		BAA_0086	516	171	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	79066	79269	+							BAA_0087	204		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	79066	79269	+	ACQ50019.1			DNA-binding protein			BAA_0087	204	67	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	79293	80291	+							BAA_0088	999		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	79293	80291	+	ACQ46747.1			putative TIM-barrel protein, NifR3 family			BAA_0088	999	332	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	80451	81950	+					lysS		BAA_0089	1500		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	80451	81950	+	ACQ50756.1			lysine--tRNA ligase	lysS		BAA_0089	1500	499	
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	82349	83857	+					rrs_3		BAA_0090	1509		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	82349	83857	+				16S ribosomal RNA	rrs_3		BAA_0090	1509		
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	84036	86943	+					rrl_3		BAA_0092	2908		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	84036	86943	+				23S ribosomal RNA	rrl_3		BAA_0092	2908		
gene	pseudogene	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	84060	84491	-							BAA_0091	432		pseudo
gene	rRNA	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	86993	87108	+					rrf_3		BAA_0093	116		
rRNA		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	86993	87108	+				5S ribosomal RNA	rrf_3		BAA_0093	116		
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	87315	87776	+					ctsR		BAA_0094	462		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	87315	87776	+	ACQ49599.1			transcriptional regulator CtsR	ctsR		BAA_0094	462	153	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	87950	88498	+							BAA_0095	549		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	87950	88498	+	ACQ48799.1			conserved hypothetical protein			BAA_0095	549	182	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	88503	89567	+							BAA_0096	1065		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	88503	89567	+	ACQ48133.1			phosphotransferase domain protein			BAA_0096	1065	354	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	89590	92025	+							BAA_0097	2436		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	89590	92025	+	ACQ47454.1			negative regulator of genetic competence ClpC/MecB			BAA_0097	2436	811	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	92122	93498	+					radA		BAA_0098	1377		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	92122	93498	+	ACQ50964.1			DNA repair protein RadA	radA		BAA_0098	1377	458	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	93502	94575	+							BAA_0099	1074		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	93502	94575	+	ACQ48878.1			putative DNA-binding protein			BAA_0099	1074	357	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	94736	95845	+							BAA_0100	1110		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	94736	95845	+	ACQ46071.1			conserved hypothetical protein			BAA_0100	1110	369	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	95862	96542	+					ispD		BAA_0101	681		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	95862	96542	+	ACQ46576.1			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		BAA_0101	681	226	
gene	protein_coding	GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	96657	97133	+					ispF		BAA_0102	477		
CDS		GCA_000022865.1	Primary Assembly	chromosome		CP001598.1	96657	97133	+	ACQ47438.1			2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		BAA_0102	477	158	
