# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	rRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	31095	32644	+							S101267_00031	1550		
rRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	31095	32644	+				16S ribosomal RNA			S101267_00031	1550		
gene	tRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	32745	32821	+							S101267_00032	77		
tRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	32745	32821	+				tRNA-Ile			S101267_00032	77		
gene	tRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	32836	32911	+							S101267_00033	76		
tRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	32836	32911	+				tRNA-Ala			S101267_00033	76		
gene	rRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	32993	35922	+							S101267_00034	2930		
rRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	32993	35922	+				23S ribosomal RNA			S101267_00034	2930		
gene	rRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	35974	36089	+							S101267_00035	116		
rRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	35974	36089	+				5S ribosomal RNA			S101267_00035	116		
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	36265	36459	+							S101267_00036	195		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	36265	36459	+	ARW37193.1			Protein CsfB			S101267_00036	195	64	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	36609	37223	+							S101267_00037	615		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	36609	37223	+	ARW37194.1			Protein XpaC			S101267_00037	615	204	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	37239	38354	+							S101267_00038	1116		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	37239	38354	+	ARW37195.1			uncharacterized protein			S101267_00038	1116	371	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	38432	39865	+					ldcC		S101267_00039	1434		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	38432	39865	+	ARW37196.1			Lysine decarboxylase	ldcC		S101267_00039	1434	477	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	39862	40500	+							S101267_00040	639		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	39862	40500	+	ARW37197.1			dTMP kinase			S101267_00040	639	212	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	40571	40900	+							S101267_00041	330		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	40571	40900	+	ARW37198.1			uncharacterized protein			S101267_00041	330	109	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	40913	41353	+							S101267_00042	441		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	40913	41353	+	ARW37199.1			uncharacterized protein			S101267_00042	441	146	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	41365	42354	+					holB		S101267_00043	990		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	41365	42354	+	ARW37200.1			DNA-directed DNA polymerase	holB		S101267_00043	990	329	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	42357	43184	+							S101267_00044	828		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	42357	43184	+	ARW37201.1			Stage 0 sporulation protein YaaT			S101267_00044	828	275	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	43199	43558	+							S101267_00045	360		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	43199	43558	+	ARW37202.1			Initiation-control protein YabA			S101267_00045	360	119	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	43619	44362	+							S101267_00046	744		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	43619	44362	+	ARW37203.1			uncharacterized protein			S101267_00046	744	247	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	44349	44648	+							S101267_00047	300		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	44349	44648	+	ARW37204.1			UPF0213 protein			S101267_00047	300	99	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	44623	45504	+					rsmI		S101267_00048	882		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	44623	45504	+	ARW37205.1			16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		S101267_00048	882	293	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	45554	45838	-							S101267_00049	285		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	45554	45838	-	ARW37206.1			Transition state regulatory protein AbrB			S101267_00049	285	94	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	46327	48318	+					marS		S101267_00050	1992		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	46327	48318	+	ARW37207.1			Methionine--tRNA ligase	marS		S101267_00050	1992	663	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	48395	49162	+					tatD		S101267_00051	768		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	48395	49162	+	ARW37208.1			putative metal-dependent hydrolase YabD	tatD		S101267_00051	768	255	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	49297	50616	+					amiA		S101267_00052	1320		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	49297	50616	+	ARW37209.1			N-acetylmuramoyl-L-alanine amidase	amiA		S101267_00052	1320	439	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	50751	51314	+					rnmV		S101267_00053	564		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	50751	51314	+	ARW37210.1			Ribonuclease M5	rnmV		S101267_00053	564	187	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	51304	52185	+					ksgA		S101267_00054	882		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	51304	52185	+	ARW37211.1			16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	ksgA		S101267_00054	882	293	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	52359	53234	+							S101267_00055	876		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	52359	53234	+	ARW37212.1			Sporulation-specific protease YabG			S101267_00055	876	291	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	53445	53705	+							S101267_00056	261		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	53445	53705	+	ARW37213.1			Protein Veg			S101267_00056	261	86	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	53868	54056	+							S101267_00057	189		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	53868	54056	+	ARW37214.1			Protein SspF			S101267_00057	189	62	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	54201	55070	+					ispE		S101267_00058	870		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	54201	55070	+	ARW37215.1			4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		S101267_00058	870	289	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	55126	55983	+							S101267_00059	858		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	55126	55983	+	ARW37216.1			Pur operon repressor			S101267_00059	858	285	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	55980	56360	+					ridA		S101267_00060	381		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	55980	56360	+	ARW37217.1			2-iminobutanoate/2-iminopropanoate deaminase	ridA		S101267_00060	381	126	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	56556	56849	+							S101267_00061	294		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	56556	56849	+	ARW37218.1			Putative septation protein SpoVG			S101267_00061	294	97	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	57040	58410	+					glmU		S101267_00062	1371		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	57040	58410	+	ARW37219.1			UDP-N-acetylglucosamine diphosphorylase	glmU		S101267_00062	1371	456	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	58432	59385	+					prpS		S101267_00063	954		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	58432	59385	+	ARW37220.1			Ribose-phosphate diphosphokinase	prpS		S101267_00063	954	317	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	59470	60078	+							S101267_00064	609		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	59470	60078	+	ARW37221.1			50S ribosomal protein L25			S101267_00064	609	202	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	60163	60729	+					pth1		S101267_00065	567		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	60163	60729	+	ARW37222.1			Aminoacyl-tRNA hydrolase	pth1		S101267_00065	567	188	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	60791	61021	+							S101267_00066	231		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	60791	61021	+	ARW37223.1			uncharacterized protein			S101267_00066	231	76	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	61092	64625	+							S101267_00067	3534		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	61092	64625	+	ARW37224.1			Transcription-repair-coupling factor			S101267_00067	3534	1177	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	64762	65298	+							S101267_00068	537		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	64762	65298	+	ARW37225.1			Stage V sporulation protein			S101267_00068	537	178	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	65462	67042	+							S101267_00069	1581		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	65462	67042	+	ARW37226.1			putative membrane protein YabM			S101267_00069	1581	526	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	67032	68507	+							S101267_00070	1476		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	67032	68507	+	ARW37227.1			uncharacterized protein			S101267_00070	1476	491	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	68509	68769	+							S101267_00071	261		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	68509	68769	+	ARW37228.1			uncharacterized protein			S101267_00071	261	86	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	68848	69150	+							S101267_00072	303		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	68848	69150	+	ARW37229.1			Spore protein YabP			S101267_00072	303	100	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	69147	69782	+							S101267_00073	636		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	69147	69782	+	ARW37230.1			Spore protein YabQ			S101267_00073	636	211	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	69800	70177	+							S101267_00074	378		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	69800	70177	+	ARW37231.1			Cell division protein DivIC			S101267_00074	378	125	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	70258	70644	+							S101267_00075	387		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	70258	70644	+	ARW37232.1			uncharacterized protein			S101267_00075	387	128	
gene	tRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	70799	70875	+							S101267_00076	77		
tRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	70799	70875	+				tRNA-Met			S101267_00076	77		
gene	tRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	70885	70956	+							S101267_00077	72		
tRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	70885	70956	+				tRNA-Glu			S101267_00077	72		
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	71167	73656	+							S101267_00078	2490		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	71167	73656	+	ARW37233.1			Protein-serine/threonine phosphatase			S101267_00078	2490	829	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	73724	74461	+							S101267_00079	738		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	73724	74461	+	ARW37234.1			uncharacterized protein			S101267_00079	738	245	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	74427	75428	+							S101267_00080	1002		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	74427	75428	+	ARW37235.1			Non-specific serine/threonine protein kinase			S101267_00080	1002	333	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	75533	76951	+					tilS		S101267_00081	1419		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	75533	76951	+	ARW37236.1			tRNA(Ile)-lysidine synthetase	tilS		S101267_00081	1419	472	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	76948	77487	+					hprT		S101267_00082	540		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	76948	77487	+	ARW37237.1			Hypoxanthine phosphoribosyltransferase	hprT		S101267_00082	540	179	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	77585	79504	+					ftsH		S101267_00083	1920		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	77585	79504	+	ARW37238.1			ATP-dependent zinc metalloprotease FtsH	ftsH		S101267_00083	1920	639	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	79653	80429	+					coaX		S101267_00084	777		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	79653	80429	+	ARW37239.1			Pantothenate kinase	coaX		S101267_00084	777	258	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	80440	81315	+							S101267_00085	876		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	80440	81315	+	ARW37240.1			33 kDa chaperonin			S101267_00085	876	291	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	81361	82251	+					prsA		S101267_00086	891		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	81361	82251	+	ARW37241.1			Peptidylprolyl isomerase	prsA		S101267_00086	891	296	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	82327	83253	+					cysK		S101267_00087	927		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	82327	83253	+	ARW37242.1			Cysteine synthase	cysK		S101267_00087	927	308	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	83421	84833	+					pabB		S101267_00088	1413		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	83421	84833	+	ARW37243.1			Aminodeoxychorismate synthase	pabB		S101267_00088	1413	470	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	84849	85436	+					pabA		S101267_00089	588		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	84849	85436	+	ARW37244.1			Aminodeoxychorismate synthase	pabA		S101267_00089	588	195	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	85433	86284	+					ilvE		S101267_00090	852		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	85433	86284	+	ARW37245.1			Branched-chain-amino-acid transaminase	ilvE		S101267_00090	852	283	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	86298	87155	+					folP		S101267_00091	858		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	86298	87155	+	ARW37246.1			Dihydropteroate synthase	folP		S101267_00091	858	285	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	87148	87510	+					folB		S101267_00092	363		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	87148	87510	+	ARW37247.1			Dihydroneopterin aldolase	folB		S101267_00092	363	120	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	87507	88010	+					folK		S101267_00093	504		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	87507	88010	+	ARW37248.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		S101267_00093	504	167	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	87962	88189	+							S101267_00094	228		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	87962	88189	+	ARW37249.1			putative HTH-type transcriptional regulator YazB			S101267_00094	228	75	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	88189	89190	+					dusB		S101267_00095	1002		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	88189	89190	+	ARW37250.1			putative tRNA-dihydrouridine synthase	dusB		S101267_00095	1002	333	
gene	protein_coding	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	89280	90779	+					karS		S101267_00096	1500		
CDS	with_protein	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	89280	90779	+	ARW37251.1			Lysine--tRNA ligase	karS		S101267_00096	1500	499	
gene	rRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	91109	92658	+							S101267_00097	1550		
rRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	91109	92658	+				16S ribosomal RNA			S101267_00097	1550		
gene	rRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	92833	95762	+							S101267_00098	2930		
rRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	92833	95762	+				23S ribosomal RNA			S101267_00098	2930		
gene	rRNA	GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	95814	95929	+							S101267_00099	116		
rRNA		GCA_002173635.1	Primary Assembly	chromosome		CP021505.1	95814	95929	+				5S ribosomal RNA			S101267_00099	116		
