# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	39729	40268	+							IKG_00044	540		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	39729	40268	+	EJS08727.1			50S ribosomal protein L5			IKG_00044	540	179	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	40302	40487	+							IKG_00045	186		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	40302	40487	+	EJS08728.1			30S ribosomal protein S14 type Z			IKG_00045	186	61	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	40517	40915	+							IKG_00046	399		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	40517	40915	+	EJS08729.1			30S ribosomal protein S8			IKG_00046	399	132	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	40948	41487	+							IKG_00047	540		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	40948	41487	+	EJS08730.1			50S ribosomal protein L6			IKG_00047	540	179	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	41519	41881	+							IKG_00048	363		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	41519	41881	+	EJS08731.1			50S ribosomal protein L18			IKG_00048	363	120	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	41903	42403	+							IKG_00049	501		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	41903	42403	+	EJS08732.1			30S ribosomal protein S5			IKG_00049	501	166	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	42417	42599	+							IKG_00050	183		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	42417	42599	+	EJS08733.1			50S ribosomal protein L30			IKG_00050	183	60	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	42633	43073	+							IKG_00051	441		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	42633	43073	+	EJS08734.1			50S ribosomal protein L15			IKG_00051	441	146	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	43073	44374	+							IKG_00052	1302		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	43073	44374	+	EJS08735.1			preprotein translocase subunit secY			IKG_00052	1302	433	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	44431	45081	+							IKG_00053	651		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	44431	45081	+	EJS08736.1			adenylate kinase			IKG_00053	651	216	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	45081	45827	+							IKG_00054	747		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	45081	45827	+	EJS08737.1			methionine aminopeptidase			IKG_00054	747	248	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	45896	46114	+							IKG_00055	219		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	45896	46114	+	EJS08738.1			translation initiation factor IF-1			IKG_00055	219	72	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	46150	46263	+							IKG_00056	114		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	46150	46263	+	EJS08739.1			50S ribosomal protein L36			IKG_00056	114	37	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	46285	46650	+							IKG_00057	366		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	46285	46650	+	EJS08740.1			30S ribosomal protein S13			IKG_00057	366	121	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	46675	47064	+							IKG_00058	390		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	46675	47064	+	EJS08741.1			30S ribosomal protein S11			IKG_00058	390	129	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	47245	48189	+							IKG_00059	945		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	47245	48189	+	EJS08742.1			DNA-directed RNA polymerase subunit alpha			IKG_00059	945	314	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	48225	48587	+							IKG_00060	363		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	48225	48587	+	EJS08743.1			50S ribosomal protein L17			IKG_00060	363	120	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	48691	49533	+							IKG_00061	843		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	48691	49533	+	EJS08744.1			cobalt import ATP-binding protein CbiO 1			IKG_00061	843	280	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	49509	50390	+							IKG_00062	882		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	49509	50390	+	EJS08745.1			cobalt import ATP-binding protein CbiO 2			IKG_00062	882	293	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	50378	51172	+							IKG_00063	795		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	50378	51172	+	EJS08746.1			hypothetical protein			IKG_00063	795	264	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	51187	51930	+							IKG_00064	744		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	51187	51930	+	EJS08747.1			tRNA pseudouridine synthase A 1			IKG_00064	744	247	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	52083	52520	+							IKG_00065	438		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	52083	52520	+	EJS08748.1			50S ribosomal protein L13			IKG_00065	438	145	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	52542	52934	+							IKG_00066	393		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	52542	52934	+	EJS08749.1			30S ribosomal protein S9			IKG_00066	393	130	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	53096	53524	+							IKG_00067	429		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	53096	53524	+	EJS08750.1			hypothetical protein			IKG_00067	429	142	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	53591	54304	+							IKG_00068	714		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	53591	54304	+	EJS08751.1			N-acetylmuramoyl-L-alanine amidase CwlD			IKG_00068	714	237	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	54449	55516	+							IKG_00069	1068		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	54449	55516	+	EJS08752.1			hypothetical protein			IKG_00069	1068	355	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	55688	56305	-							IKG_00070	618		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	55688	56305	-	EJS08753.1			hypothetical protein			IKG_00070	618	205	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	56445	57056	+							IKG_00071	612		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	56445	57056	+	EJS08754.1			hypothetical protein			IKG_00071	612	203	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	57174	57938	-							IKG_00072	765		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	57174	57938	-	EJS08755.1			polysaccharide deacetylase family sporulation protein PdaB			IKG_00072	765	254	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	58109	58327	+							IKG_00073	219		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	58109	58327	+	EJS08756.1			hypothetical protein			IKG_00073	219	72	
gene	tRNA	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	61930	62005	+							IKG_06153	76		
tRNA		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	61930	62005	+				tRNA-Val			IKG_06153	76		
gene	tRNA	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62023	62106	+							IKG_06154	84		
tRNA		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62023	62106	+				tRNA-Tyr			IKG_06154	84		
gene	tRNA	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62172	62246	+							IKG_06155	75		
tRNA		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62172	62246	+				tRNA-Gln			IKG_06155	75		
gene	tRNA	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62252	62327	+							IKG_06156	76		
tRNA		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62252	62327	+				tRNA-Lys			IKG_06156	76		
gene	tRNA	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62333	62404	+							IKG_06157	72		
tRNA		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62333	62404	+				tRNA-Gly			IKG_06157	72		
gene	tRNA	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62415	62487	+							IKG_06158	73		
tRNA		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62415	62487	+				tRNA-Ala			IKG_06158	73		
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62605	63750	+							IKG_00074	1146		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	62605	63750	+	EJS08661.1			glycerate kinase			IKG_00074	1146	381	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	63961	64854	+							IKG_00075	894		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	63961	64854	+	EJS08662.1			arginase			IKG_00075	894	297	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	65103	65924	+							IKG_00076	822		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	65103	65924	+	EJS08663.1			TIGR00159 family protein			IKG_00076	822	273	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	65917	67398	+							IKG_00077	1482		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	65917	67398	+	EJS08664.1			hypothetical protein			IKG_00077	1482	493	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	67391	68737	+							IKG_00078	1347		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	67391	68737	+	EJS08665.1			phosphoglucosamine mutase			IKG_00078	1347	448	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	69224	71026	+							IKG_00079	1803		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	69224	71026	+	EJS08666.1			glucosamine-fructose-6-phosphate aminotransferase [isomerizing]			IKG_00079	1803	600	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	71124	72239	-							IKG_00080	1116		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	71124	72239	-	EJS08667.1			hypothetical protein			IKG_00080	1116	371	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	72840	74804	+							IKG_00081	1965		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	72840	74804	+	EJS08668.1			hypothetical protein			IKG_00081	1965	654	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	74912	75478	+							IKG_00082	567		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	74912	75478	+	EJS08669.1			hypothetical protein			IKG_00082	567	188	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	75551	76057	-							IKG_00083	507		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	75551	76057	-	EJS08670.1			hypothetical protein			IKG_00083	507	168	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	76297	77208	-							IKG_00084	912		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	76297	77208	-	EJS08671.1			hypothetical protein			IKG_00084	912	303	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	77208	77699	-							IKG_00085	492		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	77208	77699	-	EJS08672.1			sigma-70 family RNA polymerase sigma factor			IKG_00085	492	163	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	78111	78752	+							IKG_00086	642		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	78111	78752	+	EJS08673.1			hypothetical protein			IKG_00086	642	213	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	78922	79590	-							IKG_00087	669		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	78922	79590	-	EJS08674.1			hypothetical protein			IKG_00087	669	222	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	79565	80605	-							IKG_00088	1041		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	79565	80605	-	EJS08675.1			methionine import ATP-binding protein MetN 1			IKG_00088	1041	346	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	80618	81430	-							IKG_00089	813		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	80618	81430	-	EJS08676.1			YaeC family lipoprotein			IKG_00089	813	270	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	81710	82618	-							IKG_00090	909		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	81710	82618	-	EJS08677.1			hypothetical protein			IKG_00090	909	302	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	82764	83528	+							IKG_00091	765		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	82764	83528	+	EJS08678.1			hypothetical protein			IKG_00091	765	254	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	83640	85076	+							IKG_00092	1437		
CDS		GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	83640	85076	+	EJS08679.1			hypothetical protein			IKG_00092	1437	478	
gene	protein_coding	GCA_000290715.1	Primary Assembly	unplaced scaffold		JH791819.1	85073	85606	+							IKG_00093	534		
